Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Deposits_1 - 14 days,Deposits_15 - 28 days,Deposits_29 days to 3 months,Deposits_Over 3 months to 6 months,Deposits_Over 6 months to 1 year,Deposits_Over 1 year to 3 years,Deposits_Over 3 years to 5 years,Deposits_Over 5 years,Deposits_Total of Deposits,Borrowings_1 - 14 days,Borrowings_15 - 28 days,Borrowings_29 days to 3 months,Borrowings_Over 3 months to 6 months,Borrowings_Over 6 months to 1 year,Borrowings_Over 1 year to 3 years,Borrowings_Over 3 years to 5 years,Borrowings_Over 5 years,Borrowings_Total Of Borrowings,Investments (at book value)_1 - 14 days,Investments (at book value)_15 - 28 days,Investments (at book value)_29 days to 3 months,Investments (at book value)_Over 3 months to 6 months,Investments (at book value)_Over 6 months to 1 year,Investments (at book value)_Over 1 year to 3 years,Investments (at book value)_Over 3 years to 5 years,Investments (at book value)_Over 5 years,Investments (at book value)_,Foreign Currency Assets_1 - 14 days,Foreign Currency Assets_15 - 28 days,Foreign Currency Assets_29 days to 3 months,Foreign Currency Assets_Over 3 months to 6 months,Foreign Currency Assets_Over 6 months to 1 year,Foreign Currency Assets_Over 1 year to 3 years,Foreign Currency Assets_Over 3 years to 5 years,Foreign Currency Assets_Over 5 years,Foreign Currency Assets_Total of Foreign Currency Assets,Foreign Currency Liabilities_1 - 14 days,Foreign Currency Liabilities_15 - 28 days,Foreign Currency Liabilities_29 days to 3 months,Foreign Currency Liabilities_Over 3 months to 6 months,Foreign Currency Liabilities_Over 6 months to 1 year,Foreign Currency Liabilities_Over 1 year to 3 years,Foreign Currency Liabilities_Over 3 years to 5 years,Foreign Currency Liabilities_Over 5 years,Foreign Currency Liabilities_Total of Foreign Currency Liabilities,Loans and Advances_1 - 14 days,Loans and Advances_15 - 28 days,Loans and Advances_29 days to 3 months,Loans and Advances_Over 3 months to 6 months,Loans and Advances_Over 6 months to 1 year,Loans and Advances_Over 1 year to 3 years,Loans and Advances_Over 3 years to 5 years,Loans and Advances_Over 5 years,Loans and Advances_Total of Loans and Advances
2015,2015-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,320.08,150.22,473.68,880.95,1158.49,3257.95,386.24,7846.88,14474.49,,,,3.65,,,41.8,,45.45,35.0,102.31,548.61,268.79,330.04,348.09,881.25,2539.31,5053.4,66.19,8.11,28.95,25.36,3.75,0.96,40.63,,173.95,16.67,2.35,7.13,27.01,33.82,43.12,44.19,,174.29,475.02,173.02,976.72,969.3,1396.16,3619.47,814.61,1047.66,9471.96
2015,2015-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,970.67,392.9,1079.23,1665.88,2765.72,5413.25,241.67,79.81,12609.13,470.87,115.0,,77.31,32.69,339.09,123.46,5.38,1163.8,674.76,17.65,244.34,174.7,60.33,433.22,397.64,1958.88,3961.52,66.82,1.64,54.91,4.93,15.43,32.99,,6.09,182.81,22.13,0.32,2.75,4.0,16.46,37.54,57.07,,140.27,266.35,119.46,586.95,274.55,1017.61,3833.09,1315.92,3051.13,10465.06
2015,2015-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,1242.8,385.03,1390.52,1546.76,3477.87,3542.12,713.64,82.94,12381.68,267.0,300.0,150.0,20.25,20.25,38.65,117.7,27.5,941.35,49.78,145.96,835.31,144.29,226.26,592.79,243.25,2343.52,4581.16,151.93,5.57,83.02,61.28,33.56,,3.5,6.52,345.38,127.41,1.92,87.93,33.03,11.24,14.3,120.12,0.47,396.42,720.06,65.78,376.02,388.2,869.74,3049.41,697.7,1502.9,7669.81
2015,2015-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,2189.05,1708.61,5744.08,6652.7,12905.99,25950.78,1397.88,14275.9,70824.99,599.1,,31.25,419.1,369.14,829.86,59.79,,2308.24,2305.79,196.37,1274.94,105.64,477.51,234.67,753.3,15220.6,20568.82,867.44,1.56,540.47,509.96,346.96,90.35,42.59,15.15,2414.48,397.37,40.17,241.75,356.42,407.68,417.7,537.53,0.32,2398.94,4207.04,658.07,4305.36,3919.79,6089.94,25407.13,3412.41,3285.25,51284.99
2015,2015-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,32476.39,9196.91,22948.57,24432.11,31266.55,203410.51,10386.61,116677.99,450795.64,3318.3,1278.81,7222.95,1911.49,2188.15,14461.86,2875.0,11957.0,45213.56,43005.27,4951.89,13319.41,8379.78,13395.23,37188.41,2003.11,29398.65,151641.75,8644.46,4197.02,7636.95,4467.9,2367.13,18601.38,1124.41,232.5,47271.75,3218.81,1320.11,8005.42,2823.16,4336.73,37666.57,4365.14,671.59,62407.53,20860.24,11172.07,38323.22,26873.66,38013.9,173512.31,28247.41,28492.22,365495.03
2015,2015-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,23696.31,9523.97,23931.6,26532.79,33502.07,53333.57,97697.2,93345.22,361562.73,10940.67,2992.37,9404.26,15716.36,26460.85,38430.93,21796.67,46675.24,172417.35,36132.5,11219.25,6895.26,6543.15,15921.72,13968.26,21453.21,45995.86,158129.21,19344.71,5098.97,10252.64,9511.8,8437.15,36025.34,19347.62,24172.7,132190.93,3762.7,2782.44,10067.91,12637.94,23496.24,48687.08,20596.02,18857.31,140887.64,5530.82,6350.93,24040.92,27327.79,40385.3,156319.95,59205.16,68361.2,387522.07
2015,2015-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,5902.8,2215.14,15027.87,6635.78,9213.56,9004.6,3573.69,22560.92,74134.36,4581.37,,893.75,1591.69,5382.44,7203.66,156.25,808.9,20618.06,205.0,,3600.7,1061.94,2631.07,2705.07,4204.93,15170.63,29579.34,1761.71,174.26,468.82,481.77,292.85,6464.82,250.73,156.07,10051.03,1663.82,14.88,918.21,626.11,2844.92,2532.6,1570.69,262.97,10434.2,6491.7,843.61,3748.76,4023.05,6134.01,35284.31,6890.32,5372.44,68788.2
2015,2015-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,4742.99,3962.26,9793.31,5817.69,8363.86,5880.61,7978.18,169.82,46708.71,0.97,1093.1,3912.36,986.1,997.35,787.09,833.87,743.94,9354.79,3420.11,978.66,2318.18,1932.83,2990.66,2544.9,3157.13,1279.92,18622.38,245.79,147.17,622.58,173.25,26.77,1048.96,,,2264.51,27.13,469.94,1417.91,413.07,257.38,260.28,191.26,437.94,3474.92,4448.9,1734.55,4855.0,1085.64,2256.88,18470.18,2300.43,5245.64,40397.22
2015,2015-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,2266.62,985.26,4040.12,1946.96,7919.85,29294.51,18719.11,583.76,65756.19,23.0,,,1000.0,,716.67,600.0,,2339.67,710.24,847.03,5372.81,1643.84,2217.5,3599.98,3991.82,6741.08,25124.3,866.03,82.54,1635.93,627.22,4309.46,,,,7521.18,801.62,5.35,1753.79,624.0,4334.1,2.18,5.52,,7526.56,1385.64,826.89,2340.78,2330.94,5402.34,21376.08,7156.1,3767.05,44585.82
2015,2015-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,1671.95,485.49,2446.37,2442.86,6795.68,17111.39,6107.52,8947.35,46008.61,,,81.25,85.98,80.14,310.39,230.0,250.0,1037.76,160.24,204.21,950.61,419.13,306.66,2347.89,3488.4,8110.92,15988.06,533.5,115.75,1363.86,609.66,646.78,2.0,,0.1,3271.65,355.63,19.4,1450.17,492.6,738.66,96.02,100.7,14.72,3267.9,1194.32,225.2,2199.96,1770.6,3672.25,14237.58,3355.08,5025.0,31679.99
2015,2015-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,1035.37,876.99,6321.92,2974.17,7277.59,7692.99,5817.39,12693.85,44690.27,1320.44,624.56,93.58,136.27,122.6,,603.3,,2900.75,2543.78,196.87,1178.87,708.79,1540.96,2275.8,1600.41,2787.99,12833.47,260.99,62.38,331.93,164.5,2.61,1.43,3.13,,826.97,199.56,0.41,94.71,125.36,136.58,90.85,78.92,1.84,728.23,4071.63,896.73,3094.49,3169.98,5212.12,13438.04,3152.99,3654.79,36690.77
2015,2015-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,11892.29,4456.97,8901.51,12341.07,8163.19,28024.95,715.56,364.77,74860.31,3301.03,23.16,1178.01,1302.2,3619.6,953.46,243.0,1529.25,12149.71,8780.92,1072.88,3316.99,3308.77,3535.98,7764.87,571.99,1781.61,30134.01,576.57,80.36,612.58,811.0,109.77,522.89,403.73,100.15,3217.05,570.21,15.66,742.42,427.73,2928.19,2513.11,399.9,281.25,7878.47,3917.35,1004.37,5173.59,4741.8,6751.49,26707.53,7800.35,10064.23,66160.71
2015,2015-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,1434.68,687.62,2605.76,2400.11,4197.23,6172.48,1244.87,3221.46,21964.21,,,,,100.0,229.5,,128.6,458.1,244.54,115.99,247.22,166.02,127.38,532.28,643.1,4027.25,6103.78,69.9,1.09,16.99,24.43,13.72,,,,126.13,25.99,0.1,0.54,1.29,14.39,8.45,7.97,,58.73,997.0,694.79,3435.33,937.05,1850.89,6444.97,699.34,1292.65,16352.02
2015,2015-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,335.44,118.08,372.07,896.06,1615.76,1260.6,733.33,12.7,5344.04,0.02,,,0.08,,0.01,0.04,0.01,0.16,162.72,14.8,403.86,29.2,24.5,107.84,135.36,500.95,1379.23,,,,,,,,,,,,,,,,,,,214.25,191.23,196.11,51.22,104.66,1390.04,167.11,282.29,2596.91
2015,2015-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,2005.44,1028.45,3280.26,2710.48,3179.72,4334.69,223.7,69.41,16832.15,3880.83,300.0,,508.96,486.57,746.7,174.36,100.01,6197.43,3057.53,375.51,2722.65,1576.06,894.86,827.03,162.54,176.12,9792.3,135.05,55.55,138.69,22.74,230.0,202.86,40.84,14.22,839.95,18.79,5.49,89.38,63.34,334.43,274.76,128.48,125.0,1039.67,595.33,270.15,1333.2,1096.53,3936.69,4130.47,874.01,1447.02,13683.4
2015,2015-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,2100.66,2915.84,11270.62,10270.38,10497.58,6337.7,952.78,7566.93,51912.49,576.48,,150.0,94.47,781.97,341.25,88.3,200.0,2232.47,1895.59,2.46,736.54,245.24,37.63,2303.93,1931.79,6932.96,14086.14,108.48,5.8,82.45,281.81,428.87,4.23,0.01,,911.65,24.1,4.71,194.9,102.12,809.5,167.65,418.26,,1721.24,2624.49,814.37,4379.4,4042.54,8985.38,5993.77,4166.06,6385.63,37391.64
2015,2015-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,992.7,288.5,2924.49,2341.74,6602.1,9693.75,1753.04,1053.55,25649.87,,,,,20.38,20.0,,,40.38,463.25,239.95,883.97,490.06,1549.43,3034.18,484.79,525.48,7671.11,61.49,7.32,10.65,5.71,3.16,,2.85,1.95,93.13,23.82,0.26,1.33,3.74,5.49,15.61,15.53,,65.78,1013.83,739.15,1276.32,1229.49,1806.12,9864.1,1809.72,1597.21,19335.94
2015,2015-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,8112.24,4511.78,11699.81,13615.11,23943.94,8900.5,19539.89,852.58,91175.85,2445.0,130.0,2334.61,3154.76,1526.77,5852.18,2021.28,8755.8,26220.4,163.86,755.83,4591.81,2135.31,1195.71,6336.37,4447.82,23601.77,43228.49,1687.63,122.24,1097.31,783.68,444.55,379.95,265.66,103.63,4884.65,17.91,35.89,834.61,2216.78,2878.02,3468.16,1106.15,2634.08,13191.59,2641.18,1623.76,8684.14,8111.43,9825.42,26200.36,9212.56,9250.97,75549.82
2015,2015-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,128548.35,53377.4,159399.8,150516.22,227067.61,500510.38,195891.74,418891.12,1834202.62,32833.0,8601.3,29446.53,35481.71,62326.52,92213.08,36188.56,88475.81,385566.51,122419.77,23215.59,62511.66,39965.2,65897.65,107474.78,61403.35,214298.59,697186.58,43198.18,13287.13,31919.97,23922.54,24717.07,81203.39,30079.79,53689.74,302017.8,12877.78,6473.54,34260.43,29741.77,58224.39,131068.32,34325.17,32830.02,339801.41,70579.05,34764.04,123905.2,105213.6,166994.28,615887.31,175584.22,291242.18,1584169.88
2015,2015-03-31,AB BANK LIMITED,FOREIGN BANKS,False,54.42,33.57,30.04,3.41,3.75,3.96,0.01,,129.16,,,,,,,,,,,8.96,7.49,4.81,11.4,,,,32.66,41.43,28.94,26.22,15.55,,,,,112.14,53.96,32.38,21.58,,0.18,,,,108.1,7.74,7.2,27.89,16.0,2.1,1.63,1.19,3.32,67.07
2015,2015-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,171.89,110.58,64.65,92.23,112.96,1404.04,8.06,0.05,1964.46,118.75,31.25,81.25,,,,,,231.25,,,70.55,82.44,,49.18,82.88,49.0,334.05,187.43,44.94,29.19,55.19,,,,,316.75,107.98,32.7,90.29,18.84,37.04,996.33,2.03,0.37,1285.58,334.71,158.49,661.38,100.31,40.65,229.21,168.92,62.12,1755.79
2015,2015-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,62.7,97.4,213.51,373.93,282.59,,,,1030.13,68.65,,59.0,350.74,,,,125.0,603.39,147.75,114.9,158.24,83.5,47.76,28.21,0.15,36.17,616.69,187.22,18.01,38.34,,,,,,243.56,30.12,19.78,158.17,,,0.07,,125.0,333.13,924.52,924.52,268.14,73.22,41.71,81.52,15.18,,2328.81
2015,2015-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,650.28,410.86,355.48,176.5,498.24,138.7,0.0,0.16,2230.22,516.57,381.72,560.95,76.72,,,,,1535.96,1305.64,52.23,315.79,58.44,119.02,27.71,0.0,0.04,1878.87,116.28,171.23,441.12,264.67,10.32,33.92,33.92,20.26,1091.71,570.52,382.4,540.05,6.72,,59.19,,0.07,1558.95,432.17,316.2,997.73,288.69,39.92,183.67,,,2258.37
2015,2015-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,2348.0,432.0,2022.0,11.0,34.0,4725.0,14.0,1.0,9587.0,7945.0,,,15.0,,1250.0,,,9210.0,10443.0,685.0,707.0,788.0,145.0,1093.0,4.0,22.0,13887.0,434.0,292.0,712.0,1094.0,,,,,2532.0,116.0,,,,,2098.0,,,2214.0,2948.0,1053.0,1575.0,1514.0,925.0,1239.0,10.0,,9264.0
2015,2015-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,52.01,140.66,115.13,121.41,245.99,322.76,46.59,0.01,1044.56,56.25,,,,,,,,56.25,48.37,57.23,23.2,73.25,50.1,65.3,10.67,0.73,328.85,172.07,1.66,25.65,125.64,,67.0,,9.05,401.07,65.25,2.76,11.51,24.55,34.09,44.82,44.16,,227.14,75.3,7.88,125.07,246.06,67.34,314.26,41.6,74.99,952.5
2015,2015-03-31,BANK OF CEYLON,FOREIGN BANKS,False,16.18,8.13,13.3,8.81,15.72,74.46,18.05,,154.65,,,,,,,,,,,4.82,14.41,,,16.49,14.96,5.13,55.81,24.16,12.52,,,,,,1.63,38.31,,,,,,,,,,3.21,25.01,45.78,20.95,18.09,57.46,4.76,42.93,218.19
2015,2015-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,1520.68,627.53,2010.81,417.98,86.84,317.16,2.08,,4983.08,1311.36,366.54,1293.51,343.15,30.0,625.0,,,3969.57,2109.55,219.62,730.0,174.28,44.19,211.01,0.46,,3489.1,677.11,354.48,1397.26,1562.33,,0.77,,62.91,4054.87,182.62,328.6,859.16,467.27,49.23,733.6,,0.32,2620.79,939.5,966.46,2240.99,1873.14,29.9,43.94,4.38,12.83,6111.13
2015,2015-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,3040.66,333.56,1678.42,186.14,175.86,7450.41,198.57,,13063.62,2371.36,,437.5,1687.5,,,,,4496.36,7026.72,1042.57,123.52,219.88,533.51,383.01,14.71,651.57,9995.48,1817.19,347.11,425.4,359.24,649.71,383.38,,,3982.03,619.92,0.83,449.22,1701.35,50.12,7249.22,0.1,,10070.76,923.79,687.23,1881.14,3175.63,3733.14,2155.9,763.33,17.47,13337.63
2015,2015-03-31,BNP PARIBAS,FOREIGN BANKS,False,2819.43,1128.12,1049.75,401.75,393.35,8245.9,286.29,0.01,14324.6,3206.15,,,,77.79,325.59,134.22,,3743.75,1595.19,240.78,455.86,665.57,159.83,2759.69,826.98,0.14,6704.04,1184.65,131.88,876.84,581.82,13.02,644.96,313.08,10.34,3756.59,1123.17,,1.27,0.22,88.66,6655.71,134.22,1.88,8005.13,1568.07,1116.8,2821.99,1445.51,918.64,5801.24,454.6,72.46,14199.31
2015,2015-03-31,CITIBANK N.A,FOREIGN BANKS,False,19221.9,3090.49,7628.12,2327.67,4037.35,52396.36,155.58,54.53,88912.0,10663.07,1013.19,1127.61,1798.09,908.51,1895.97,1.39,,17407.83,33731.73,5053.63,4099.21,682.1,869.05,8709.92,40.72,3915.98,57102.34,6623.05,2175.03,5001.56,2990.84,2240.85,2982.45,662.8,249.88,22926.46,5274.18,2658.21,1489.75,2072.25,1700.34,17941.38,9.7,209.44,31355.25,6211.11,3074.39,7349.4,7284.34,6805.79,16650.55,3456.33,10064.4,60896.31
2015,2015-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,3.12,0.85,39.94,7.4,16.75,30.3,,,98.36,42.11,20.69,45.48,48.28,,100.0,,,256.56,,34.09,5.14,17.71,2.31,29.84,,0.15,89.25,8.19,1.94,31.24,77.12,3.69,104.54,,,226.73,30.01,4.92,30.13,51.27,3.97,100.25,,,220.54,29.88,18.38,179.94,98.55,14.8,41.6,4.49,3.75,391.39
2015,2015-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,194.11,83.25,235.64,9.67,13.63,55.1,,,591.4,7.73,54.02,150.63,46.06,,,,,258.44,31.59,99.67,123.31,,,25.71,,,280.28,3.47,54.01,163.18,68.34,,,18.52,6.25,313.77,0.34,70.62,150.77,46.21,,0.2,,,268.15,325.5,157.25,295.02,124.99,10.71,153.09,16.0,,1082.56
2015,2015-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,789.24,73.02,107.0,4.97,30.52,46.9,,,1051.65,2041.27,10.25,920.16,29.03,3.38,156.26,518.75,,3679.1,352.2,10.0,722.43,8.87,5.19,28.57,64.48,21.8,1213.54,1862.45,23.34,424.99,449.61,262.24,24.08,,0.14,3046.85,621.32,6.5,73.95,34.89,17.08,176.41,518.75,1.22,1450.12,723.05,703.59,1077.86,752.87,774.21,165.37,21.43,6.16,4224.54
2015,2015-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,45.35,3.8,433.86,475.06,153.87,5170.52,,,6282.46,2454.07,,,,,,,,2454.07,7998.96,1.09,62.26,47.38,16.1,51.19,,0.41,8177.39,867.39,107.7,1.16,75.3,200.0,,,75.0,1326.55,,0.29,,,24.21,4849.58,,,4874.08,225.0,107.58,100.0,225.3,495.0,215.0,,,1367.88
2015,2015-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,95.77,71.24,34.38,8.53,3.52,34.55,0.04,,248.03,46.97,13.78,18.89,4.37,,,,,84.01,30.37,19.6,13.38,17.05,,5.77,,,86.17,32.5,7.76,32.93,17.22,,,,,90.41,21.89,13.77,18.89,4.37,,,,,58.92,74.32,39.37,185.5,122.74,0.01,1.86,0.26,,424.06
2015,2015-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,4902.04,2370.55,3337.58,1219.93,944.47,4300.16,221.3,98.94,17394.96,4692.05,1709.69,537.83,543.11,875.0,,1625.0,,9982.68,9284.06,421.42,859.6,263.19,806.16,402.12,170.61,1309.4,13516.56,672.12,972.24,1184.96,1485.29,3.15,63.24,,235.39,4616.39,491.82,909.72,41.63,570.13,887.29,3212.69,1818.25,0.25,7931.78,2288.37,1504.33,5134.21,3071.2,747.91,971.27,964.55,1146.85,15828.7
2015,2015-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,7551.28,1857.94,7670.83,4240.79,536.14,15890.43,886.62,,38634.01,4187.55,,2106.25,,,,625.0,,6918.8,6459.6,507.53,942.74,652.62,73.29,3061.41,228.77,476.55,12402.5,4246.82,1419.88,1572.45,890.38,220.21,37.34,,180.22,8567.31,2706.75,,2173.35,,,4221.61,625.42,175.96,9903.1,3739.08,3232.78,6522.1,4957.25,3702.45,9154.02,821.09,4009.64,36138.41
2015,2015-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,0.01,,,,,0.11,,,0.12,,,,,,,,,,,,,0.14,,,,20.86,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,14.0,4.51,96.86,25.18,91.56,76.93,27.55,,336.59,667.42,9.03,120.22,14.05,18.0,62.5,,,891.22,648.35,1.88,52.24,8.81,423.98,17.73,3.82,0.52,1157.33,167.87,14.51,44.47,16.19,,,,6.78,249.81,12.07,9.04,70.34,14.22,70.08,74.06,,,249.81,34.11,67.48,124.22,25.47,5.3,4.12,15.27,,275.97
2015,2015-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,19617.76,5964.12,10920.82,1976.25,8926.08,11864.7,25985.32,0.48,85255.53,11755.66,1356.25,4656.25,628.56,,3.23,,,18399.95,13620.71,5359.49,3658.08,7380.77,8546.45,3412.43,827.9,6915.54,49721.37,10393.46,1131.63,2351.05,5241.33,2778.4,1548.85,1251.27,1821.46,26517.45,1770.25,985.78,901.66,2244.13,6394.31,11172.16,2958.23,1722.41,28148.93,5184.36,3371.83,6262.95,6727.0,3791.55,5473.51,5221.39,10584.63,46617.21
2015,2015-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,6.27,3.96,17.32,14.16,11.6,68.32,,,121.63,,,,,,,,,,,24.74,,5.05,0.78,0.1,,,30.66,27.38,,0.07,,,,,2.94,30.38,0.76,1.3,4.97,6.43,15.78,,,,29.24,,,0.1,0.0,0.0,0.06,,0.56,0.73
2015,2015-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,118.88,47.3,159.56,20.16,63.8,,,,409.69,106.25,6.25,297.5,,,,,,410.0,,,57.86,9.79,40.74,14.74,12.1,117.02,252.23,26.35,1.0,70.75,67.88,,,,,165.99,6.25,6.25,137.5,,,,,,150.0,1.42,1.0,254.75,185.52,92.35,199.59,97.5,220.96,1053.1
2015,2015-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,5042.33,1513.91,800.14,522.96,2045.7,4010.81,942.69,,14878.52,4995.25,,2.69,57.98,,,,,5055.91,4049.25,375.14,240.39,685.85,9634.26,579.89,0.28,398.14,15963.2,236.1,27.7,1121.01,899.31,1060.92,1512.75,1030.26,155.22,6043.27,1255.11,1.48,34.54,57.99,,1343.75,,,2692.86,935.28,378.6,1366.73,856.95,240.77,1074.68,308.05,,5161.05
2015,2015-03-31,JSC VTB BANK,FOREIGN BANKS,False,0.37,,,,,2.09,,,2.46,,,,,,,,,,,1.82,,,,,,,1.82,8.78,,,,,,,,8.78,6.87,,,,,,,,6.87,,1.08,0.81,0.7,4.29,4.87,27.92,,39.67
2015,2015-03-31,KBC BANK N.V.,FOREIGN BANKS,False,1.23,,0.26,39.15,14.4,,,,55.04,1.0,40.63,52.77,,,,,114.06,208.45,,49.14,39.13,9.6,,,,,97.87,41.08,28.06,259.3,38.02,2.77,,,,369.22,5.3,40.64,52.78,,34.14,,,114.06,246.92,33.99,27.96,258.16,37.93,1.19,,,,359.24
2015,2015-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,18.3,2.27,30.02,83.88,69.67,5.3,5.3,67.47,282.2,,,,,,,,,,,5.98,19.8,12.67,7.59,14.35,,,60.38,14.44,,3.61,12.5,,,,,30.55,2.24,0.75,1.75,0.05,1.75,1.51,1.51,19.02,28.57,2.98,1.1,2.07,,,,,,6.15
2015,2015-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,20.44,,0.03,,0.01,115.83,,,136.31,,,135.07,21.28,,,,,156.36,,8.5,10.14,,17.0,,,,35.64,48.35,10.96,183.27,55.83,4.99,,,,303.4,19.4,,135.16,21.61,,107.29,,,283.46,14.82,10.95,182.34,55.26,4.99,,,,268.36
2015,2015-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,1290.88,315.62,541.78,97.33,37.08,596.46,,,2879.15,1015.0,445.94,925.76,21.61,,1718.75,,,4127.06,50.07,,139.24,1676.35,426.73,,,,2292.4,1784.47,224.8,1118.73,707.01,125.0,,,,3960.0,1036.82,445.94,925.76,21.61,,1732.6,,,4162.73,792.38,684.32,2134.12,1447.96,211.74,663.82,473.22,308.42,6715.99
2015,2015-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,1790.62,657.14,1699.57,527.62,95.81,1338.32,0.36,0.09,6109.53,805.43,985.27,750.4,25.51,,3503.13,,,6069.74,4312.96,908.6,1178.35,139.31,13.25,932.05,0.06,0.02,7484.6,2145.73,173.4,1596.38,246.27,13.66,,,70.31,4245.75,864.45,986.56,750.49,25.77,19.04,3540.96,,,6187.27,2237.03,1309.65,1059.01,319.81,468.53,230.23,54.46,12.94,5691.66
2015,2015-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,0.4,,,,,,,,0.4,,,,,,,,,,,,138.5,,,,,,138.5,0.57,178.8,,,,,,,179.37,,178.75,2.35,,,,,,181.1,10.0,10.0,,,,,,,20.0
2015,2015-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,2.22,0.85,0.01,,,1.31,,,4.39,25.22,,,,0.94,,,,26.16,49.71,4.0,32.5,,,0.49,,0.02,86.72,2.01,,,0.94,,,,,2.95,1.99,,,,0.94,,,,2.93,20.46,9.33,28.21,27.94,,,,,85.94
2015,2015-03-31,SBERBANK,FOREIGN BANKS,False,6.44,4.33,33.14,10.2,3.96,0.16,,,58.23,75.0,,,,,,,,75.0,,,20.7,,,,,,20.7,0.03,,,,,,,0.8,0.83,,,,,,,,,,,20.06,2.5,67.03,117.49,54.78,,41.38,303.23
2015,2015-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,34.7,14.1,25.73,28.17,90.79,280.07,291.06,0.34,764.96,88.72,,,,,,,,88.72,43.53,4.96,118.22,9.68,70.01,185.37,115.85,0.09,547.71,50.95,4.8,82.17,69.08,28.25,,7.82,,243.07,4.01,0.21,0.57,3.05,13.35,153.98,282.92,,458.09,95.2,8.95,126.63,79.87,18.03,242.73,60.0,29.98,661.39
2015,2015-03-31,SHINHAN BANK,FOREIGN BANKS,False,289.06,257.85,299.04,265.57,220.48,597.23,2.25,0.02,1931.49,307.5,62.5,500.0,12.5,,,,,882.5,156.65,62.28,72.26,64.15,53.25,137.42,0.54,66.32,612.88,29.65,76.52,207.84,81.56,50.0,,,,445.57,72.69,62.5,500.0,12.5,,28.55,,14.36,690.6,248.17,206.35,1170.56,458.41,416.54,68.87,4.87,3.46,2577.23
