LAF Auction Date,Report Date,Year,Repo (Fixed Rate)_Repo/Reverse Repo Period (Days),Repo (Fixed Rate)_Bids Received_Number,Repo (Fixed Rate)_Bids Received_Amount,Repo (Fixed Rate)_Bids Accepted_Number,Repo (Fixed Rate)_Bids Accepted_Amount,Repo (Fixed Rate)_Cut-off Rate (%),Reverse Repo (Fixed Rate)_Bids Received_Number,Reverse Repo (Fixed Rate)_Bids Received_Amount,Reverse Repo (Fixed Rate)_Bids Accepted_Number,Reverse Repo (Fixed Rate)_Bids Accepted_Amount,Reverse Repo (Fixed Rate)_Cut-off Rate (%),Repo (Variable Rate)_Period (Days),Repo (Variable Rate)_Bids Received_Number,Repo (Variable Rate)_Bids Received_Amount,Repo (Variable Rate)_Bids Accepted_Number,Repo (Variable Rate)_Bids Accepted_Amount,Repo (Variable Rate)_Cut-off Rate (%),Reverse Repo (Variable Rate)_Period (Days),Reverse Repo (Variable Rate)_Bids Received_Number,Reverse Repo (Variable Rate)_Bids Received_Amount,Reverse Repo (Variable Rate)_Bids Accepted_Number,Reverse Repo (Variable Rate)_Bids Accepted_Amount,Reverse Repo (Variable Rate)_Cut-off Rate (%)
"Dec 30, 2014",2014-12-30,2014,,,,,,,,,,,,14.0,45.0,16705.0,45.0,15504.0,8.12,,,,,,
"Dec 29, 2014",2014-12-29,2014,1.0,53.0,21874.0,53.0,21874.0,8.0,19.0,3385.0,19.0,3385.0,7.0,1.0,39.0,30855.0,39.0,30002.0,8.08,,,,,,
"Dec 26, 2014",2014-12-26,2014,3.0,50.0,20128.0,50.0,20128.0,8.0,26.0,5579.0,26.0,5579.0,7.0,3.0,65.0,43975.0,65.0,40004.0,8.01,,,,,,
"Dec 26, 2014",2014-12-26,2014,,,,,,,,,,,,14.0,50.0,20110.0,50.0,18506.0,8.08,,,,,,
"Dec 24, 2014",2014-12-24,2014,2.0,47.0,18251.0,47.0,18251.0,8.0,22.0,5599.0,22.0,5599.0,7.0,2.0,53.0,30050.0,53.0,30017.0,8.01,,,,,,
"Dec 23, 2014",2014-12-23,2014,1.0,51.0,20068.0,51.0,20056.0,8.0,16.0,2701.0,16.0,2701.0,7.0,1.0,45.0,24155.0,45.0,24155.0,8.01,,,,,,
"Dec 23, 2014",2014-12-23,2014,,,,,,,,,,,,14.0,68.0,16790.0,68.0,15004.0,8.09,,,,,,
"Dec 22, 2014",2014-12-22,2014,1.0,55.0,21972.0,55.0,21972.0,8.0,15.0,2124.0,15.0,2124.0,7.0,1.0,70.0,38265.0,70.0,38265.0,8.01,,,,,,
"Dec 19, 2014",2014-12-19,2014,3.0,57.0,21297.0,57.0,21297.0,8.0,9.0,2522.0,9.0,2522.0,7.0,3.0,75.0,31685.0,75.0,31685.0,8.01,,,,,,
"Dec 19, 2014",2014-12-19,2014,,,,,,,,,,,,14.0,51.0,15855.0,51.0,15502.0,8.14,,,,,,
"Dec 18, 2014",2014-12-18,2014,1.0,57.0,22418.0,57.0,22418.0,8.0,18.0,5183.0,18.0,5183.0,7.0,1.0,95.0,31985.0,95.0,31985.0,8.01,,,,,,
"Dec 17, 2014",2014-12-17,2014,1.0,57.0,22977.0,57.0,22977.0,8.0,15.0,1761.0,15.0,1761.0,7.0,1.0,104.0,34350.0,104.0,34350.0,8.01,,,,,,
"Dec 16, 2014",2014-12-16,2014,1.0,53.0,20682.0,53.0,20682.0,8.0,9.0,894.0,9.0,894.0,7.0,1.0,71.0,25393.0,71.0,25001.0,8.55,,,,,,
"Dec 16, 2014",2014-12-16,2014,,,,,,,,,,,,14.0,36.0,16595.0,36.0,15503.0,8.15,,,,,,
"Dec 15, 2014",2014-12-15,2014,1.0,49.0,18647.0,49.0,18647.0,8.0,16.0,4525.0,16.0,4525.0,7.0,1.0,29.0,6640.0,29.0,6640.0,8.01,,,,,,
"Dec 12, 2014",2014-12-12,2014,3.0,33.0,14205.0,33.0,14205.0,8.0,17.0,2716.0,17.0,2716.0,7.0,14.0,34.0,18500.0,34.0,18500.0,8.06,3.0,40.0,8063.0,40.0,8063.0,7.99
"Dec 11, 2014",2014-12-11,2014,1.0,35.0,12681.0,35.0,12681.0,8.0,15.0,2121.0,15.0,2121.0,7.0,,,,,,,1.0,56.0,12413.0,56.0,10207.0,7.99
"Dec 10, 2014",2014-12-10,2014,1.0,36.0,11750.0,36.0,11750.0,8.0,15.0,7180.0,15.0,7180.0,7.0,,,,,,,1.0,3.0,1004.0,3.0,1004.0,7.99
"Dec 09, 2014",2014-12-09,2014,1.0,30.0,12828.0,30.0,12828.0,8.0,10.0,1539.0,10.0,1539.0,7.0,14.0,37.0,20925.0,37.0,15007.0,8.03,1.0,24.0,5392.0,24.0,5392.0,7.99
"Dec 08, 2014",2014-12-08,2014,1.0,27.0,11157.0,27.0,11157.0,8.0,13.0,2407.0,13.0,2407.0,7.0,,,,,,,1.0,8.0,1855.0,8.0,1855.0,7.98
"Dec 05, 2014",2014-12-05,2014,3.0,9.0,2201.0,9.0,2201.0,8.0,12.0,2168.0,12.0,2168.0,7.0,14.0,19.0,9595.0,19.0,9595.0,8.01,3.0,28.0,10700.0,28.0,10700.0,7.99
"Dec 04, 2014",2014-12-04,2014,1.0,16.0,4874.0,16.0,4874.0,8.0,21.0,4462.0,21.0,4462.0,7.0,,,,,,,1.0,79.0,19413.0,79.0,19413.0,7.99
"Dec 03, 2014",2014-12-03,2014,1.0,13.0,3846.0,13.0,3846.0,8.0,23.0,2675.0,23.0,2675.0,7.0,,,,,,,1.0,50.0,14076.0,50.0,14076.0,7.99
"Dec 02, 2014",2014-12-02,2014,1.0,18.0,4193.0,18.0,4193.0,8.0,24.0,5729.0,24.0,5729.0,7.0,14.0,33.0,13355.0,33.0,13355.0,8.01,1.0,28.0,8019.0,28.0,8019.0,7.99
"Dec 01, 2014",2014-12-01,2014,1.0,34.0,13568.0,34.0,13568.0,8.0,21.0,3215.0,21.0,3215.0,7.0,,,,,,,1.0,68.0,18462.0,68.0,18462.0,7.99
"Nov 28, 2014",2014-11-28,2014,3.0,30.0,12781.0,30.0,12781.0,8.0,18.0,8414.0,18.0,8414.0,7.0,14.0,49.0,18675.0,49.0,18001.0,8.01,3.0,18.0,4676.0,18.0,4676.0,7.99
"Nov 27, 2014",2014-11-27,2014,1.0,36.0,16685.0,36.0,16685.0,8.0,13.0,3314.0,13.0,3314.0,7.0,,,,,,,,,,,,
"Nov 26, 2014",2014-11-26,2014,1.0,39.0,19068.0,39.0,19068.0,8.0,12.0,3323.0,12.0,3323.0,7.0,,,,,,,,,,,,
"Nov 25, 2014",2014-11-25,2014,1.0,43.0,17705.0,43.0,17705.0,8.0,17.0,3143.0,17.0,3143.0,7.0,14.0,42.0,17609.0,42.0,15005.0,8.04,1.0,17.0,4040.0,17.0,4040.0,7.99
"Nov 24, 2014",2014-11-24,2014,1.0,20.0,10606.0,20.0,10606.0,8.0,11.0,2314.0,11.0,2314.0,7.0,,,,,,,,,,,,
"Nov 21, 2014",2014-11-21,2014,3.0,9.0,5709.0,9.0,5709.0,8.0,4.0,508.0,4.0,508.0,7.0,14.0,22.0,8635.0,22.0,8635.0,8.01,3.0,25.0,4617.0,25.0,4617.0,7.99
"Nov 20, 2014",2014-11-20,2014,1.0,16.0,8881.0,16.0,8881.0,8.0,21.0,3538.0,21.0,3538.0,7.0,,,,,,,,,,,,
"Nov 19, 2014",2014-11-19,2014,1.0,25.0,10914.0,25.0,10914.0,8.0,14.0,1925.0,14.0,1925.0,7.0,,,,,,,,,,,,
"Nov 18, 2014",2014-11-18,2014,1.0,37.0,15670.0,37.0,15670.0,8.0,15.0,3577.0,15.0,3577.0,7.0,14.0,45.0,17488.0,45.0,15506.0,8.04,,,,,,
"Nov 17, 2014",2014-11-17,2014,1.0,42.0,18287.0,42.0,18287.0,8.0,15.0,2352.0,15.0,2352.0,7.0,,,,,,,,,,,,
"Nov 14, 2014",2014-11-14,2014,3.0,34.0,14307.0,34.0,14307.0,8.0,23.0,3147.0,23.0,3147.0,7.0,14.0,38.0,18795.0,38.0,17005.0,8.04,3.0,31.0,5560.0,31.0,5560.0,7.99
"Nov 13, 2014",2014-11-13,2014,1.0,36.0,15688.0,36.0,15688.0,8.0,31.0,6818.0,31.0,6818.0,7.0,,,,,,,1.0,21.0,2760.0,21.0,2760.0,7.99
"Nov 12, 2014",2014-11-12,2014,1.0,43.0,17849.0,43.0,17849.0,8.0,21.0,4289.0,21.0,4289.0,7.0,,,,,,,,,,,,
"Nov 11, 2014",2014-11-11,2014,1.0,12.0,4772.0,12.0,4772.0,8.0,14.0,1637.0,14.0,1637.0,7.0,14.0,30.0,15760.0,30.0,15007.0,8.02,,,,,,
"Nov 10, 2014",2014-11-10,2014,1.0,15.0,6899.0,15.0,6899.0,8.0,23.0,6210.0,23.0,6210.0,7.0,,,,,,,,,,,,
"Nov 07, 2014",2014-11-07,2014,3.0,4.0,1087.0,4.0,1087.0,8.0,14.0,1190.0,14.0,1190.0,7.0,14.0,14.0,3435.0,14.0,3435.0,8.01,3.0,50.0,16787.0,50.0,16787.0,7.99
"Nov 05, 2014",2014-11-05,2014,2.0,3.0,921.0,3.0,921.0,8.0,16.0,6334.0,16.0,6334.0,7.0,,,,,,,2.0,111.0,45716.0,111.0,45716.0,7.99
"Nov 03, 2014",2014-11-03,2014,2.0,5.0,1722.0,5.0,1722.0,8.0,41.0,24425.0,41.0,24425.0,7.0,15.0,21.0,3810.0,21.0,3810.0,8.01,2.0,94.0,36316.0,94.0,35037.0,7.95
"Oct 31, 2014",2014-10-31,2014,3.0,22.0,9275.0,22.0,9275.0,8.0,37.0,6639.0,37.0,6639.0,7.0,14.0,42.0,16750.0,42.0,16503.0,8.01,3.0,73.0,20686.0,73.0,20686.0,7.99
"Oct 30, 2014",2014-10-30,2014,1.0,22.0,10298.0,22.0,10298.0,8.0,26.0,8179.0,26.0,8179.0,7.0,,,,,,,1.0,28.0,4297.0,28.0,4297.0,7.99
"Oct 29, 2014",2014-10-29,2014,1.0,32.0,13128.0,32.0,13128.0,8.0,23.0,2309.0,23.0,2309.0,7.0,,,,,,,1.0,31.0,5094.0,31.0,5094.0,7.99
"Oct 28, 2014",2014-10-28,2014,1.0,42.0,17100.0,42.0,17100.0,8.0,40.0,11074.0,40.0,11074.0,7.0,14.0,48.0,19050.0,48.0,15008.0,8.05,,,,,,
"Oct 27, 2014",2014-10-27,2014,1.0,43.0,17231.0,43.0,17230.0,8.0,19.0,3336.0,19.0,3336.0,7.0,,,,,,,,,,,,
"Oct 22, 2014",2014-10-22,2014,5.0,55.0,21209.0,55.0,21209.0,8.0,8.0,1493.0,8.0,1493.0,7.0,5.0,22.0,10600.0,22.0,10000.0,8.28,,,,,,
"Oct 22, 2014",2014-10-22,2014,,,,,,,,,,,,16.0,48.0,14210.0,48.0,14210.0,8.01,,,,,,
"Oct 21, 2014",2014-10-21,2014,1.0,54.0,20958.0,54.0,20954.0,8.0,25.0,7731.0,25.0,7731.0,7.0,1.0,20.0,6070.0,20.0,6070.0,8.01,,,,,,
"Oct 21, 2014",2014-10-21,2014,,,,,,,,,,,,13.0,58.0,15975.0,58.0,15501.0,8.2,,,,,,
"Oct 20, 2014",2014-10-20,2014,1.0,30.0,9812.0,30.0,9812.0,8.0,17.0,2694.0,17.0,2694.0,7.0,,,,,,,,,,,,
"Oct 17, 2014",2014-10-17,2014,3.0,24.0,10144.0,24.0,10144.0,8.0,33.0,10572.0,33.0,10572.0,7.0,14.0,50.0,20200.0,50.0,17504.0,8.02,,,,,,
"Oct 16, 2014",2014-10-16,2014,1.0,41.0,17499.0,41.0,17498.0,8.0,45.0,20581.0,45.0,20581.0,7.0,,,,,,,,,,,,
"Oct 14, 2014",2014-10-14,2014,2.0,26.0,10762.0,26.0,10762.0,8.0,8.0,1910.0,8.0,1910.0,7.0,14.0,37.0,17110.0,37.0,15002.0,8.02,2.0,1.0,5.0,1.0,5.0,7.85
"Oct 13, 2014",2014-10-13,2014,1.0,9.0,2408.0,9.0,2408.0,8.0,22.0,2453.0,22.0,2453.0,7.0,,,,,,,1.0,39.0,14765.0,39.0,14765.0,7.99
"Oct 10, 2014",2014-10-10,2014,3.0,7.0,2103.0,7.0,2103.0,8.0,24.0,3465.0,24.0,3465.0,7.0,12.0,26.0,12260.0,26.0,12260.0,8.01,3.0,51.0,20404.0,51.0,20404.0,7.99
"Oct 09, 2014",2014-10-09,2014,1.0,7.0,2218.0,7.0,2218.0,8.0,27.0,7710.0,27.0,7710.0,7.0,,,,,,,1.0,56.0,16803.0,56.0,16803.0,7.99
"Oct 08, 2014",2014-10-08,2014,1.0,7.0,2322.0,7.0,2322.0,8.0,20.0,3533.0,20.0,3533.0,7.0,,,,,,,1.0,64.0,19056.0,64.0,19056.0,7.99
"Oct 07, 2014",2014-10-07,2014,1.0,14.0,4710.0,14.0,4710.0,8.0,27.0,13229.0,27.0,13229.0,7.0,14.0,52.0,20155.0,52.0,15504.0,8.01,1.0,67.0,25603.0,67.0,25001.0,7.96
"Oct 01, 2014",2014-10-01,2014,6.0,23.0,10282.0,23.0,10282.0,8.0,53.0,45807.0,53.0,45807.0,7.0,16.0,34.0,18075.0,34.0,16001.0,8.04,6.0,69.0,30560.0,69.0,24998.0,7.95
"Sep 30, 2014",2014-09-30,2014,1.0,30.0,8523.0,30.0,8523.0,8.0,31.0,27741.0,31.0,27741.0,7.0,14.0,42.0,11100.0,42.0,11100.0,8.01,1.0,53.0,16704.0,53.0,16704.0,7.99
"Sep 29, 2014",2014-09-29,2014,1.0,25.0,8351.0,25.0,8351.0,8.0,31.0,16691.0,31.0,16691.0,7.0,,,,,,,1.0,18.0,6590.0,18.0,6590.0,7.99
"Sep 26, 2014",2014-09-26,2014,3.0,17.0,5272.0,17.0,5272.0,8.0,21.0,9727.0,21.0,9727.0,7.0,14.0,52.0,16350.0,52.0,15503.0,8.07,3.0,25.0,9810.0,25.0,9810.0,7.99
"Sep 25, 2014",2014-09-25,2014,1.0,19.0,5379.0,19.0,5379.0,8.0,20.0,7107.0,20.0,7107.0,7.0,,,,,,,1.0,4.0,1800.0,4.0,1800.0,7.99
"Sep 24, 2014",2014-09-24,2014,1.0,20.0,5789.0,20.0,5789.0,8.0,16.0,2951.0,16.0,2951.0,7.0,,,,,,,1.0,11.0,2620.0,11.0,2620.0,7.99
"Sep 23, 2014",2014-09-23,2014,1.0,24.0,7088.0,24.0,7088.0,8.0,14.0,2936.0,14.0,2936.0,7.0,14.0,51.0,16480.0,51.0,15503.0,8.09,1.0,14.0,1804.0,14.0,1804.0,7.99
"Sep 22, 2014",2014-09-22,2014,1.0,33.0,10066.0,33.0,10066.0,8.0,20.0,7512.0,20.0,7512.0,7.0,,,,,,,,,,,,
"Sep 19, 2014",2014-09-19,2014,3.0,37.0,12482.0,37.0,12482.0,8.0,25.0,7321.0,25.0,7321.0,7.0,12.0,60.0,18265.0,60.0,16505.0,8.1,,,,,,
"Sep 18, 2014",2014-09-18,2014,1.0,29.0,9556.0,29.0,9556.0,8.0,15.0,3674.0,15.0,3674.0,7.0,,,,,,,,,,,,
"Sep 17, 2014",2014-09-17,2014,1.0,41.0,14026.0,41.0,14026.0,8.0,15.0,3120.0,15.0,3120.0,7.0,1.0,8.0,3150.0,8.0,3150.0,8.01,,,,,,
"Sep 16, 2014",2014-09-16,2014,1.0,55.0,18308.0,55.0,18308.0,8.0,20.0,3964.0,20.0,3964.0,7.0,1.0,68.0,13335.0,68.0,13335.0,8.01,,,,,,
"Sep 16, 2014",2014-09-16,2014,,,,,,,,,,,,14.0,67.0,15385.0,67.0,15002.0,8.16,,,,,,
"Sep 15, 2014",2014-09-15,2014,1.0,45.0,19366.0,45.0,19366.0,8.0,22.0,25515.0,22.0,25515.0,7.0,,,,,,,,,,,,
"Sep 12, 2014",2014-09-12,2014,3.0,5.0,1502.0,5.0,1502.0,8.0,9.0,2506.0,9.0,2506.0,7.0,4.0,3.0,650.0,3.0,650.0,8.01,3.0,12.0,3235.0,12.0,3235.0,7.99
"Sep 12, 2014",2014-09-12,2014,,,,,,,,,,,,14.0,76.0,16375.0,76.0,15506.0,8.11,,,,,,
"Sep 11, 2014",2014-09-11,2014,1.0,9.0,3302.0,9.0,3302.0,8.0,21.0,3562.0,21.0,3562.0,7.0,,,,,,,1.0,58.0,4852.0,58.0,4852.0,7.99
"Sep 10, 2014",2014-09-10,2014,1.0,13.0,4260.0,13.0,4260.0,8.0,17.0,4548.0,17.0,4548.0,7.0,,,,,,,,,,,,
"Sep 09, 2014",2014-09-09,2014,1.0,34.0,11610.0,34.0,11610.0,8.0,27.0,10743.0,27.0,10743.0,7.0,3.0,27.0,10150.0,27.0,10150.0,8.01,,,,,,
"Sep 09, 2014",2014-09-09,2014,,,,,,,,,,,,14.0,56.0,17390.0,56.0,15508.0,8.12,,,,,,
"Sep 08, 2014",2014-09-08,2014,1.0,37.0,10293.0,37.0,10293.0,8.0,10.0,2611.0,10.0,2611.0,7.0,,,,,,,,,,,,
"Sep 05, 2014",2014-09-05,2014,3.0,12.0,3950.0,12.0,3950.0,8.0,31.0,10968.0,31.0,10968.0,7.0,4.0,33.0,10200.0,33.0,10200.0,8.01,3.0,39.0,6995.0,39.0,6995.0,7.99
"Sep 05, 2014",2014-09-05,2014,,,,,,,,,,,,14.0,54.0,18300.0,54.0,15507.0,8.07,,,,,,
"Sep 04, 2014",2014-09-04,2014,1.0,2.0,534.0,2.0,534.0,8.0,25.0,4377.0,25.0,4377.0,7.0,,,,,,,1.0,166.0,48387.0,332.0,96774.0,7.99
"Sep 03, 2014",2014-09-03,2014,1.0,2.0,534.0,2.0,534.0,8.0,30.0,5691.0,30.0,5691.0,7.0,,,,,,,1.0,176.0,43254.0,176.0,43254.0,7.99
"Sep 02, 2014",2014-09-02,2014,1.0,7.0,2416.0,7.0,2416.0,8.0,39.0,22601.0,39.0,22601.0,7.0,,,,,,,1.0,144.0,25975.0,144.0,25002.0,7.75
"Sep 01, 2014",2014-09-01,2014,1.0,10.0,3322.0,10.0,3322.0,8.0,40.0,25883.0,40.0,25883.0,7.0,,,,,,,1.0,83.0,10984.0,83.0,10984.0,7.99
"Aug 28, 2014",2014-08-28,2014,4.0,22.0,9464.0,22.0,9464.0,8.0,16.0,4358.0,16.0,4358.0,7.0,,,,,,,,,,,,
"Aug 27, 2014",2014-08-27,2014,1.0,15.0,8118.0,15.0,8118.0,8.0,24.0,9837.0,24.0,9837.0,7.0,,,,,,,,,,,,
"Aug 26, 2014",2014-08-26,2014,1.0,37.0,16160.0,37.0,16160.0,8.0,28.0,12644.0,28.0,12644.0,7.0,,,,,,,,,,,,
"Aug 25, 2014",2014-08-25,2014,1.0,41.0,17322.0,41.0,17322.0,8.0,13.0,3323.0,13.0,3323.0,7.0,,,,,,,,,,,,
"Aug 22, 2014",2014-08-22,2014,3.0,25.0,6028.0,25.0,6028.0,8.0,,,,,,,,,,,,,,,,,
"Aug 22, 2014",2014-08-22,2014,3.0,13.0,4820.0,13.0,4820.0,8.0,19.0,3214.0,19.0,3214.0,7.0,14.0,21.0,7825.0,21.0,7754.0,8.07,,,,,,
"Aug 21, 2014",2014-08-21,2014,1.0,39.0,16173.0,39.0,16173.0,8.0,27.0,5543.0,27.0,5543.0,7.0,,,,,,,,,,,,
"Aug 20, 2014",2014-08-20,2014,1.0,51.0,18725.0,51.0,18725.0,8.0,28.0,12118.0,28.0,12118.0,7.0,,,,,,,,,,,,
"Aug 19, 2014",2014-08-19,2014,1.0,49.0,19220.0,49.0,19220.0,8.0,29.0,12018.0,29.0,12018.0,7.0,,,,,,,,,,,,
"Aug 14, 2014",2014-08-14,2014,5.0,55.0,20968.0,55.0,20968.0,8.0,9.0,1844.0,9.0,1844.0,7.0,,,,,,,,,,,,
"Aug 13, 2014",2014-08-13,2014,1.0,51.0,19355.0,51.0,19355.0,8.0,22.0,6340.0,22.0,6340.0,7.0,7.0,68.0,16135.0,68.0,15007.0,8.13,,,,,,
"Aug 12, 2014",2014-08-12,2014,1.0,58.0,22138.0,58.0,22138.0,8.0,17.0,2940.0,17.0,2940.0,7.0,1.0,26.0,7700.0,26.0,5006.0,8.12,,,,,,
"Aug 11, 2014",2014-08-11,2014,1.0,59.0,21298.0,59.0,21298.0,8.0,7.0,754.0,7.0,754.0,7.0,1.0,32.0,4275.0,32.0,4275.0,8.01,,,,,,
"Aug 08, 2014",2014-08-08,2014,3.0,32.0,14692.0,32.0,14692.0,8.0,,,,,,,,,,,,,,,,,
"Aug 08, 2014",2014-08-08,2014,3.0,18.0,5186.0,18.0,5186.0,8.0,17.0,2959.0,17.0,2959.0,7.0,14.0,32.0,11625.0,32.0,11338.0,8.26,,,,,,
"Aug 07, 2014",2014-08-07,2014,1.0,50.0,20145.0,50.0,20145.0,8.0,26.0,4447.0,26.0,4447.0,7.0,,,,,,,,,,,,
"Aug 06, 2014",2014-08-06,2014,1.0,32.0,9971.0,32.0,9971.0,8.0,15.0,2167.0,15.0,2167.0,7.0,,,,,,,,,,,,
"Aug 05, 2014",2014-08-05,2014,1.0,5.0,1497.0,5.0,1497.0,8.0,27.0,5044.0,27.0,5044.0,7.0,,,,,,,,,,,,
"Aug 04, 2014",2014-08-04,2014,1.0,34.0,10005.0,34.0,10005.0,8.0,43.0,23526.0,43.0,23526.0,7.0,,,,,,,,,,,,
"Aug 01, 2014",2014-08-01,2014,3.0,46.0,15379.0,46.0,15379.0,8.0,19.0,9382.0,19.0,9382.0,7.0,,,,,,,,,,,,
"Jul 31, 2014",2014-07-31,2014,1.0,43.0,18061.0,43.0,18061.0,8.0,15.0,7977.0,15.0,7977.0,7.0,,,,,,,,,,,,
"Jul 30, 2014",2014-07-30,2014,1.0,57.0,20793.0,57.0,20793.0,8.0,22.0,11949.0,22.0,11949.0,7.0,7.0,94.0,21055.0,94.0,20003.0,8.16,,,,,,
"Jul 28, 2014",2014-07-28,2014,2.0,58.0,20713.0,58.0,20713.0,8.0,9.0,4811.0,9.0,4811.0,7.0,,,,,,,,,,,,
"Jul 25, 2014",2014-07-25,2014,3.0,23.0,10140.0,23.0,10140.0,8.0,,,,,,,,,,,,,,,,,
"Jul 25, 2014",2014-07-25,2014,3.0,31.0,7095.0,31.0,7095.0,8.0,11.0,3335.0,11.0,3335.0,7.0,7.0,29.0,10345.0,29.0,10002.0,8.65,,,,,,
"Jul 25, 2014",2014-07-25,2014,,,,,,,,,,,,14.0,163.0,61725.0,163.0,61502.0,8.47,,,,,,
"Jul 24, 2014",2014-07-24,2014,1.0,60.0,22589.0,60.0,22589.0,8.0,5.0,644.0,5.0,644.0,7.0,,,,,,,,,,,,
"Jul 23, 2014",2014-07-23,2014,1.0,59.0,22178.0,59.0,22178.0,8.0,8.0,725.0,8.0,725.0,7.0,7.0,50.0,10605.0,50.0,10001.0,8.57,,,,,,
"Jul 22, 2014",2014-07-22,2014,1.0,60.0,22203.0,60.0,22203.0,8.0,4.0,554.0,4.0,554.0,7.0,,,,,,,,,,,,
"Jul 21, 2014",2014-07-21,2014,1.0,57.0,21677.0,57.0,21677.0,8.0,4.0,518.0,4.0,518.0,7.0,,,,,,,,,,,,
"Jul 18, 2014",2014-07-18,2014,3.0,51.0,20605.0,51.0,20605.0,8.0,8.0,1961.0,8.0,1961.0,7.0,7.0,43.0,12150.0,43.0,10007.0,8.15,,,,,,
"Jul 17, 2014",2014-07-17,2014,1.0,54.0,20837.0,54.0,20837.0,8.0,14.0,3601.0,14.0,3601.0,7.0,,,,,,,,,,,,
"Jul 16, 2014",2014-07-16,2014,1.0,57.0,21313.0,57.0,21313.0,8.0,18.0,6591.0,18.0,6591.0,7.0,,,,,,,,,,,,
"Jul 15, 2014",2014-07-15,2014,1.0,54.0,20388.0,54.0,20388.0,8.0,8.0,6420.0,8.0,6420.0,7.0,3.0,53.0,11590.0,53.0,10003.0,8.15,,,,,,
"Jul 14, 2014",2014-07-14,2014,1.0,57.0,20702.0,57.0,20702.0,8.0,5.0,535.0,5.0,535.0,7.0,4.0,22.0,6125.0,22.0,5003.0,8.26,,,,,,
"Jul 11, 2014",2014-07-11,2014,3.0,24.0,12174.0,24.0,12174.0,8.0,,,,,,,,,,,,,,,,,
"Jul 11, 2014",2014-07-11,2014,3.0,28.0,6193.0,28.0,6193.0,8.0,14.0,1119.0,14.0,1119.0,7.0,14.0,180.0,61010.0,180.0,61002.0,8.41,,,,,,
"Jul 10, 2014",2014-07-10,2014,1.0,58.0,21965.0,58.0,21965.0,8.0,15.0,3038.0,15.0,3038.0,7.0,,,,,,,,,,,,
"Jul 09, 2014",2014-07-09,2014,1.0,59.0,21786.0,59.0,21786.0,8.0,15.0,1873.0,15.0,1873.0,7.0,,,,,,,,,,,,
"Jul 08, 2014",2014-07-08,2014,1.0,52.0,20854.0,52.0,20854.0,8.0,14.0,2650.0,14.0,2650.0,7.0,,,,,,,,,,,,
"Jul 07, 2014",2014-07-07,2014,1.0,38.0,16229.0,38.0,16229.0,8.0,13.0,2569.0,13.0,2569.0,7.0,,,,,,,,,,,,
"Jul 04, 2014",2014-07-04,2014,3.0,8.0,2025.0,8.0,2025.0,8.0,15.0,6184.0,15.0,6184.0,7.0,,,,,,,,,,,,
"Jul 03, 2014",2014-07-03,2014,1.0,10.0,3400.0,10.0,3400.0,8.0,39.0,20710.0,39.0,20710.0,7.0,,,,,,,4.0,3.0,200.0,3.0,200.0,8.0
"Jul 02, 2014",2014-07-02,2014,1.0,50.0,19867.0,50.0,19867.0,8.0,39.0,37234.0,39.0,37234.0,7.0,,,,,,,,,,,,
"Jul 01, 2014",2014-07-01,2014,1.0,45.0,16679.0,45.0,16679.0,8.0,4.0,4905.0,4.0,4905.0,7.0,,,,,,,,,,,,
"Jun 30, 2014",2014-06-30,2014,1.0,55.0,21349.0,55.0,21349.0,8.0,8.0,2165.0,8.0,2165.0,7.0,,,,,,,,,,,,
"Jun 27, 2014",2014-06-27,2014,3.0,28.0,13180.0,28.0,13180.0,8.0,,,,,,,,,,,,,,,,,
"Jun 27, 2014",2014-06-27,2014,3.0,22.0,5483.0,22.0,5483.0,8.0,18.0,5333.0,18.0,5333.0,7.0,14.0,173.0,61770.0,173.0,61005.0,8.25,,,,,,
"Jun 26, 2014",2014-06-26,2014,1.0,51.0,21818.0,51.0,21818.0,8.0,27.0,10329.0,27.0,10329.0,7.0,,,,,,,,,,,,
"Jun 25, 2014",2014-06-25,2014,1.0,41.0,18195.0,41.0,18195.0,8.0,19.0,3199.0,19.0,3199.0,7.0,,,,,,,,,,,,
"Jun 24, 2014",2014-06-24,2014,1.0,38.0,17113.0,38.0,17113.0,8.0,11.0,1544.0,11.0,1544.0,7.0,,,,,,,,,,,,
"Jun 23, 2014",2014-06-23,2014,1.0,43.0,18348.0,43.0,18348.0,8.0,13.0,1618.0,13.0,1618.0,7.0,,,,,,,,,,,,
"Jun 20, 2014",2014-06-20,2014,3.0,25.0,11626.0,25.0,11626.0,8.0,10.0,2047.0,10.0,2047.0,7.0,7.0,33.0,11680.0,33.0,10000.0,8.02,,,,,,
"Jun 19, 2014",2014-06-19,2014,1.0,27.0,11734.0,27.0,11734.0,8.0,13.0,3555.0,13.0,3555.0,7.0,,,,,,,,,,,,
"Jun 18, 2014",2014-06-18,2014,1.0,48.0,20609.0,48.0,20609.0,8.0,18.0,8756.0,18.0,8756.0,7.0,2.0,41.0,10300.0,41.0,10002.0,8.03,,,,,,
"Jun 17, 2014",2014-06-17,2014,1.0,56.0,21011.0,56.0,21011.0,8.0,16.0,2723.0,16.0,2723.0,7.0,,,,,,,,,,,,
"Jun 16, 2014",2014-06-16,2014,1.0,57.0,21810.0,57.0,21810.0,8.0,13.0,4170.0,13.0,4170.0,7.0,,,,,,,,,,,,
