Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Gross NPAs_Opening Balance,Gross NPAs_Addition,Gross NPAs_Reduction,Gross NPAs_Write-off,Gross NPAs_Closing Balance,Net NPAs_Opening Balance,Net NPAs_Closing Balance
2016,2016-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2016,2016-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,82.13,0.01,20.75,61.31,0.08,5.93,
2016,2016-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,,,,
2016,2016-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2016,2016-03-31,WOORI BANK,FOREIGN BANKS,False,,,,,,,
2016,2016-03-31,FOREIGN BANKS,FOREIGN BANKS,True,10761.02,7962.72,1789.61,1128.89,15805.24,1757.7,2761.88
2015,2015-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2732.78,1687.45,1111.97,363.12,2945.14,1770.85,1769.17
2015,2015-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,5824.2,3049.28,3533.43,355.28,4984.77,2984.89,2348.51
2015,2015-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,61605.35,29435.02,13011.57,21303.46,56725.34,31096.07,27590.58
2015,2015-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2818.87,1895.5,1837.66,740.29,2136.42,1630.27,1121.58
2015,2015-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,3758.35,4708.47,3352.02,755.07,4359.73,2404.52,3049.23
2015,2015-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,3076.94,4474.93,4140.41,1054.41,2357.05,1928.51,1398.66
2015,2015-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,79816.49,45250.65,26987.06,24571.63,73508.45,41815.11,37277.73
2015,2015-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,3146.41,2854.39,672.49,1218.12,4110.19,1024.62,1316.71
2015,2015-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,293.06,425.09,234.58,147.75,335.82,197.29,232.79
2015,2015-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,333.55,464.76,212.66,110.84,474.81,193.24,364.59
2015,2015-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,138.45,173.95,79.22,47.11,186.07,74.02,105.7
2015,2015-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,485.82,337.17,84.51,180.19,558.29,301.88,252.63
2015,2015-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,1087.41,814.1,610.32,233.46,1057.73,321.56,373.27
2015,2015-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,2989.28,4790.12,2489.68,1851.34,3438.38,820.03,896.28
2015,2015-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,10505.84,7967.41,1682.42,1696.14,15094.69,3297.96,6255.53
2015,2015-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,620.79,887.29,342.71,602.45,562.92,184.05,210.48
2015,2015-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,262.95,1455.93,610.36,363.28,745.24,102.0,449.03
2015,2015-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,783.42,2525.8,520.2,24.94,2764.08,101.99,1236.32
2015,2015-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,835.94,929.83,602.7,218.86,944.21,538.04,623.55
2015,2015-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,279.18,619.23,69.71,150.92,677.78,139.91,280.97
2015,2015-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,1059.44,753.46,476.89,98.78,1237.23,573.56,609.08
2015,2015-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,546.46,256.3,293.66,54.48,454.62,443.39,302.49
2015,2015-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,61.1,26.3,9.66,0.33,77.41,,
2015,2015-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,77.75,47.63,8.96,5.19,111.23,30.5,38.59
2015,2015-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,432.62,499.95,172.17,116.95,643.45,281.67,357.05
2015,2015-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,428.02,463.69,517.93,55.1,318.68,209.75,135.53
2015,2015-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,174.93,387.46,196.0,52.98,313.4,26.07,87.72
2015,2015-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,24542.42,26679.85,9886.83,7229.22,34106.23,8861.53,14128.32
2015,2015-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,8068.04,5021.31,2992.33,1739.06,8357.96,5721.81,5978.89
2015,2015-03-31,ANDHRA BANK,NATIONALISED BANKS,False,5857.6,3424.25,1281.17,1124.14,6876.54,3342.47,3688.63
2015,2015-03-31,BANK OF BARODA,NATIONALISED BANKS,False,11875.9,8515.34,2551.24,1578.56,16261.44,6034.76,8069.49
2015,2015-03-31,BANK OF INDIA,NATIONALISED BANKS,False,11868.6,16651.47,5069.04,1257.79,22193.24,7417.23,13517.57
2015,2015-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,2859.85,4633.64,827.75,263.68,6402.06,1840.66,4126.57
2015,2015-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,False,,,,,,,
2015,2015-03-31,CANARA BANK,NATIONALISED BANKS,False,7570.21,10869.53,3927.56,1472.22,13039.96,5965.46,8740.09
2015,2015-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,11500.0,6579.0,4820.0,1386.0,11873.0,6649.0,6807.0
2015,2015-03-31,CORPORATION BANK,NATIONALISED BANKS,False,4736.79,3738.88,589.95,779.05,7106.67,3180.56,4464.98
2015,2015-03-31,DENA BANK,NATIONALISED BANKS,False,2616.03,3673.99,1381.68,515.3,4393.04,1818.92,3014.3
2015,2015-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,9960.16,6100.81,1767.14,1608.85,12684.98,4902.3,5992.52
2015,2015-03-31,INDIAN BANK,NATIONALISED BANKS,False,4562.2,3338.87,1680.93,549.7,5670.44,2763.65,3146.95
2015,2015-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,9020.48,12015.96,4027.05,2086.94,14922.45,5658.12,9813.33
2015,2015-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,5617.86,4514.27,1540.97,924.94,7666.22,3904.42,4816.24
2015,2015-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,2553.52,1242.42,450.47,263.28,3082.19,1918.6,2266.0
2015,2015-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,18880.06,16659.56,3925.1,5919.66,25694.86,9916.99,15396.5
2015,2015-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,4611.13,5499.97,2614.2,1054.52,6442.38,2720.6,3843.65
2015,2015-03-31,UCO BANK,NATIONALISED BANKS,False,6621.37,7551.31,2506.49,1401.14,10265.05,3556.42,6330.58
2015,2015-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,9563.74,5666.26,1268.42,930.71,13030.87,5340.25,6918.97
2015,2015-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,7118.01,4087.17,3891.59,760.68,6552.91,4664.11,4081.38
2015,2015-03-31,VIJAYA BANK,NATIONALISED BANKS,False,1985.86,2826.85,1578.31,791.19,2443.21,1262.37,1659.71
2015,2015-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,147447.41,132610.86,48691.39,26407.41,204959.47,88578.7,122673.35
2015,2015-03-31,AB BANK LIMITED,FOREIGN BANKS,False,7.0,1.46,,,8.46,5.25,5.25
2015,2015-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,23.1,0.0,,,23.11,6.92,1.35
2015,2015-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,19.52,83.95,35.97,47.27,20.23,11.05,15.17
2015,2015-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,18.53,,,18.53,,,
2015,2015-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,31.88,4.42,12.98,14.48,,9.81
2015,2015-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,80.26,24.14,56.62,7.86,39.92,57.59,25.27
2015,2015-03-31,BANK OF CEYLON,FOREIGN BANKS,False,1.44,,0.04,,1.4,,
2015,2015-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,193.53,,0.35,,193.18,116.44,32.0
2015,2015-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,463.85,9.16,18.6,143.36,311.06,88.72,3.16
2015,2015-03-31,BNP PARIBAS,FOREIGN BANKS,False,16.25,4.15,8.23,,12.17,,
2015,2015-03-31,CITIBANK N.A,FOREIGN BANKS,False,1484.2,553.65,930.99,326.29,780.57,701.31,244.88
2015,2015-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,17.38,,16.79,,0.59,8.39,
2015,2015-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,7.75,,0.05,,7.7,1.85,1.8
2015,2015-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,2115.64,292.7,257.04,867.42,1283.87,1544.04,657.52
2015,2015-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,167.34,94.79,61.4,81.42,119.3,25.44,46.58
2015,2015-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,34.16,22.14,,34.16,22.14,,15.08
2015,2015-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,660.14,544.71,270.0,143.39,791.46,97.62,238.12
2015,2015-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,23.41,,18.54,4.87,,,
2015,2015-03-31,JSC VTB BANK,FOREIGN BANKS,False,,21.55,,,21.55,,18.32
2015,2015-03-31,KBC BANK N.V.,FOREIGN BANKS,False,50.27,,6.88,37.77,5.62,,
2015,2015-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,0.0,,,,0.0,,
2015,2015-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,150.34,564.33,578.05,,136.62,108.0,69.43
2015,2015-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,100.0,2.35,,97.65,0.8,45.72
2015,2015-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,SBERBANK,FOREIGN BANKS,False,20.0,48.69,20.0,,48.69,17.0,41.38
2015,2015-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,101.85,22.21,0.28,43.86,79.92,73.84,53.67
2015,2015-03-31,SHINHAN BANK,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,0.43,,0.43,,,,
2015,2015-03-31,SONALI BANK,FOREIGN BANKS,False,2.93,0.07,0.18,,2.81,0.83,0.58
2015,2015-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,5782.65,1670.08,610.95,185.39,6656.38,306.35,230.64
2015,2015-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,113.59,7.13,4.8,33.79,82.13,-5.74,5.93
2015,2015-03-31,UBS AG,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,WOORI BANK,FOREIGN BANKS,False,,,,,,,
2015,2015-03-31,FOREIGN BANKS,FOREIGN BANKS,True,11555.56,4096.78,2902.95,1988.37,10761.01,3165.7,1761.66
2014,2014-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2119.49,2123.54,1510.25,,2732.78,1303.28,1770.85
2014,2014-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,3186.04,4821.82,2183.66,,5824.2,1448.65,2984.89
2014,2014-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,51189.39,41216.67,17918.21,12882.5,61605.35,21956.48,31096.07
2014,2014-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2080.63,2097.54,1359.3,,2818.87,1208.75,1630.27
2014,2014-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2453.04,4064.0,2758.69,,3758.35,1194.21,2404.52
2014,2014-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1749.88,4932.22,3605.16,,3076.94,988.58,1928.5
2014,2014-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,62778.47,59255.79,29335.27,12882.5,79816.49,28099.95,41815.1
2014,2014-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,2393.42,2547.63,874.49,920.15,3146.41,704.13,1024.62
2014,2014-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,173.1,456.21,336.25,,293.06,96.39,197.29
2014,2014-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,210.86,390.36,267.67,,333.55,99.25,193.24
2014,2014-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,214.98,97.07,173.6,,138.45,49.13,74.02
2014,2014-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,380.27,488.08,382.53,,485.82,261.02,301.88
2014,2014-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,1554.01,684.24,679.41,471.43,1087.41,431.94,321.56
2014,2014-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,2334.64,4621.79,2485.44,1481.71,2989.28,468.95,820.03
2014,2014-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,9607.75,4531.44,1456.4,2176.95,10505.84,2230.56,3297.96
2014,2014-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,457.78,624.24,280.41,180.82,620.79,136.76,184.05
2014,2014-03-31,ING VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,121.39,335.17,141.88,51.72,262.95,9.1,102.0
2014,2014-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,643.77,410.6,270.95,,783.42,55.27,101.99
2014,2014-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,638.86,653.88,456.8,,835.94,377.75,538.04
2014,2014-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,285.86,147.83,85.35,69.16,279.18,108.74,139.91
2014,2014-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,758.11,934.24,426.79,206.12,1059.44,311.41,573.56
2014,2014-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,459.91,668.69,582.14,,546.46,283.81,443.39
2014,2014-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,67.26,13.5,19.66,,61.1,,
2014,2014-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,25.9,63.99,12.14,,77.75,6.88,30.51
2014,2014-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,433.87,628.42,629.67,,432.62,249.53,281.67
2014,2014-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,214.45,684.29,470.72,,428.02,106.76,209.75
2014,2014-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,94.32,398.67,243.78,74.29,174.93,6.99,26.07
2014,2014-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,21070.52,19380.34,10276.08,5632.35,24542.42,5994.37,8861.54
2014,2014-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,5136.99,6021.22,3090.17,,8068.04,4126.76,5721.81
2014,2014-03-31,ANDHRA BANK,NATIONALISED BANKS,False,3714.49,2832.35,689.24,,5857.6,2409.18,3342.47
2014,2014-03-31,BANK OF BARODA,NATIONALISED BANKS,False,7982.58,6833.93,2940.61,,11875.9,4192.03,6034.76
2014,2014-03-31,BANK OF INDIA,NATIONALISED BANKS,False,9309.52,9176.64,5607.76,,12878.4,6032.64,7690.6
2014,2014-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,1137.55,2589.28,866.98,,2859.85,392.93,1807.32
2014,2014-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,False,,,,,,,
2014,2014-03-31,CANARA BANK,NATIONALISED BANKS,False,6260.16,8443.62,7133.57,,7570.21,5278.07,5965.46
2014,2014-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,8456.0,7569.0,4525.0,,11500.0,4988.0,6650.0
2014,2014-03-31,CORPORATION BANK,NATIONALISED BANKS,False,2048.23,3555.73,867.17,,4736.79,1410.88,3180.56
2014,2014-03-31,DENA BANK,NATIONALISED BANKS,False,1452.45,2419.86,1256.28,,2616.03,917.18,1818.92
2014,2014-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,6449.98,5706.01,2195.83,,9960.16,3100.36,4902.3
2014,2014-03-31,INDIAN BANK,NATIONALISED BANKS,False,3565.48,2832.32,1835.6,,4562.2,2384.3,2763.65
2014,2014-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,6607.96,6902.4,4489.88,,9020.48,4027.21,5658.12
2014,2014-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,4183.96,4027.08,2593.18,,5617.86,2902.66,3904.42
2014,2014-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,1536.9,1619.61,602.99,,2553.52,1110.38,1918.6
2014,2014-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,13465.79,10809.97,5395.7,,18880.06,7236.5,9916.99
2014,2014-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,2978.5,3695.11,2062.48,,4611.13,1124.77,2720.6
2014,2014-03-31,UCO BANK,NATIONALISED BANKS,False,7130.09,3961.59,4470.31,,6621.37,4069.31,3556.42
2014,2014-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,6313.83,5478.93,1316.45,912.57,9563.74,3353.37,5340.25
2014,2014-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,2963.82,8007.3,3853.11,,7118.01,1969.98,4664.11
2014,2014-03-31,VIJAYA BANK,NATIONALISED BANKS,False,1532.94,2173.87,1720.95,,1985.86,909.69,1262.37
2014,2014-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,102227.22,104655.82,57513.26,912.57,148457.21,61936.2,88819.73
2014,2014-03-31,AB BANK LIMITED,FOREIGN BANKS,False,5.74,7.0,5.74,,7.0,4.37,5.25
2014,2014-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,0.03,23.08,,,23.1,,6.92
2014,2014-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,44.61,171.97,197.06,,19.52,31.93,11.05
2014,2014-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,28.08,,9.55,,18.53,,
2014,2014-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,52.32,98.7,53.05,17.71,80.26,23.39,56.54
2014,2014-03-31,BANK OF CEYLON,FOREIGN BANKS,False,1.51,,0.07,,1.44,,
2014,2014-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,57.94,139.35,3.76,,193.53,34.99,116.44
2014,2014-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,554.3,180.49,270.93,,463.85,147.34,88.72
2014,2014-03-31,BNP PARIBAS,FOREIGN BANKS,False,16.25,,,,16.25,,
2014,2014-03-31,CITIBANK N.A,FOREIGN BANKS,False,1358.73,651.93,526.46,,1484.2,766.65,701.31
2014,2014-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,0.59,16.79,,,17.38,,8.39
2014,2014-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,52.21,31.42,75.88,,7.75,26.84,1.85
2014,2014-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,582.03,1767.7,36.87,197.22,2115.64,328.96,1544.04
2014,2014-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,154.38,37.39,24.44,,167.34,28.65,25.44
2014,2014-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,22.0,12.16,,,34.16,,
2014,2014-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,628.62,305.8,274.28,,660.14,119.02,97.62
2014,2014-03-31,HSBC BANK OMAN S.A.O.G.,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,24.41,,1.0,,23.41,,
2014,2014-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,KBC BANK N.V.,FOREIGN BANKS,False,50.27,,,,50.27,,
2014,2014-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,0.0,,,,0.0,,
2014,2014-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,125.34,28.84,3.84,,150.34,87.7,108.0
2014,2014-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,8.66,0.8,,,9.46,0.8,0.8
2014,2014-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,SBERBANK,FOREIGN BANKS,False,,20.0,,,20.0,,17.0
2014,2014-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,34.95,276.38,37.02,172.46,101.85,15.39,68.83
2014,2014-03-31,SHINHAN BANK,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,0.74,,0.31,,0.43,,
2014,2014-03-31,SONALI BANK,FOREIGN BANKS,False,1.53,1.54,0.14,,2.93,0.21,0.83
2014,2014-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,3880.06,3008.41,1105.83,,5782.65,1009.82,306.35
2014,2014-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,279.6,15.96,181.96,,113.59,36.52,-5.74
2014,2014-03-31,UBS AG,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,WOORI BANK,FOREIGN BANKS,False,,,,,,,
2014,2014-03-31,FOREIGN BANKS,FOREIGN BANKS,True,7964.9,6795.7,2808.19,387.39,11565.02,2662.59,3159.64
2013,2013-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1651.47,1627.88,696.61,463.25,2119.49,945.41,1304.06
2013,2013-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2007.36,2816.81,1638.13,,3186.04,1001.95,1448.65
2013,2013-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,39676.46,31993.35,14885.65,5594.77,51189.39,15818.85,21956.48
2013,2013-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1502.62,1658.39,1080.38,,2080.63,768.42,1208.75
2013,2013-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1887.75,2033.83,1468.54,,2453.04,848.42,1194.21
2013,2013-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1488.75,2406.55,2145.42,,1749.88,853.57,988.58
2013,2013-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,48214.41,42536.81,21914.73,6058.02,62778.47,20236.62,28100.73
2013,2013-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,1806.3,2023.36,584.26,851.98,2393.42,472.64,704.13
2013,2013-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,123.54,223.43,173.87,,173.1,54.04,96.39
2013,2013-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,182.93,171.31,143.38,,210.86,84.21,99.25
2013,2013-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,241.8,75.29,102.11,,214.98,30.24,49.13
2013,2013-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,104.27,504.78,228.78,,380.27,58.0,261.02
2013,2013-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,1300.83,807.0,542.35,11.47,1554.01,199.0,431.94
2013,2013-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,1999.39,3137.81,1650.61,1151.95,2334.64,352.33,468.95
2013,2013-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,9475.33,3587.06,1808.75,1645.89,9607.75,1860.84,2230.56
