Year,Report Date,Bank Name,Bank Type,Basel-I_Tier-I,Basel-I_Tier-II,Basel-I_Total,Basel-II_Tier-I,Basel-II_Tier-II,Basel-II_Total,Basel-III_Tier-I,Basel-III_Tier-II,Basel-III_Total
2020,2020-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,,,,11.52,,11.52,8.41,3.1,11.51
2020,2020-03-31,UCO BANK,PUBLIC SECTOR BANKS,,,,,,,8.98,2.72,11.7
2020,2020-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,10.75,2.06,12.81
2020,2020-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,3.56,2.0,5.56
2020,2020-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,14.49,3.04,17.53
2020,2020-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,25.19,2.24,27.43
2020,2020-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.8,0.96,16.76
2020,2020-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,21.79,0.67,22.46
2020,2020-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.9,3.85,17.75
2020,2020-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,10.69,3.72,14.41
2020,2020-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.29,1.06,14.35
2020,2020-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,17.23,1.29,18.52
2020,2020-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,14.72,1.39,16.11
2020,2020-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,10.57,2.74,13.31
2020,2020-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.3,0.08,13.38
2020,2020-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.57,0.47,15.04
2020,2020-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,9.88,1.53,11.41
2020,2020-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.66,2.22,12.88
2020,2020-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,15.27,1.9,17.17
2020,2020-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,17.27,0.62,17.89
2020,2020-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,,,,,,,-0.88,2.0,1.12
2020,2020-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.45,0.49,12.94
2020,2020-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,15.33,1.12,16.45
2020,2020-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.79,2.62,13.41
2020,2020-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,,,,15.87,0.87,16.74
2020,2020-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,6.46,2.0,8.46
2020,2020-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,44.44,0.56,45.0
2020,2020-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,206.85,,206.85
2020,2020-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,17.56,22.88,40.44
2020,2020-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,13.63,1.07,14.7
2020,2020-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,16.72,0.9,17.62
2020,2020-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,22.25,0.52,22.77
2020,2020-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,32.11,1.25,33.36
2020,2020-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,,,,,,,175.07,0.06,175.13
2020,2020-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,30.63,1.09,31.72
2020,2020-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,14.87,0.8,15.67
2020,2020-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,13.03,1.98,15.01
2020,2020-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,13.81,1.8,15.61
2020,2020-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,37.35,0.98,38.33
2020,2020-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,10.17,2.26,12.43
2020,2020-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,33.56,0.22,33.78
2020,2020-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,38.71,1.02,39.73
2020,2020-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,13.12,3.21,16.33
2020,2020-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,14.11,0.82,14.93
2020,2020-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,26.06,0.81,26.87
2020,2020-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,,,,,,,84.68,1.37,86.05
2020,2020-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,37.33,1.2,38.53
2020,2020-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,29.09,0.9,29.99
2020,2020-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,14.38,1.73,16.11
2020,2020-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,24.31,0.33,24.64
2020,2020-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,104.67,0.65,105.32
2020,2020-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,14.14,0.79,14.93
2020,2020-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,294.18,0.83,295.01
2020,2020-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,41.69,0.61,42.3
2020,2020-03-31,KOOKMIN BANK,FOREIGN BANKS,,,,,,,109.83,0.3,110.13
2020,2020-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,64.18,1.25,65.43
2020,2020-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,48.3,0.91,49.21
2020,2020-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,18.83,0.58,19.41
2020,2020-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,18.74,0.94,19.68
2020,2020-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,106.89,0.28,107.17
2020,2020-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,,,,,,,45.1,0.42,45.52
2020,2020-03-31,SBERBANK,FOREIGN BANKS,,,,,,,105.78,0.14,105.92
2020,2020-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,31.48,0.96,32.44
2020,2020-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,21.07,0.53,21.6
2020,2020-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,11.6,0.98,12.58
2020,2020-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,16.53,0.15,16.68
2020,2020-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,13.91,0.98,14.89
2020,2020-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,40.1,0.76,40.86
2020,2020-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,283.56,0.54,284.1
2020,2020-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,171.03,0.75,171.78
2020,2020-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,,,,,,,63.83,,63.83
2020,2020-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,32.22,0.94,33.16
2020,2020-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.36,3.63,21.99,,,
2020,2020-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,14.0,5.11,19.11,,,
2020,2020-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,22.44,1.17,23.61,,,
2020,2020-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,20.99,3.04,24.03,,,
2020,2020-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,23.46,5.82,29.28,,,
2020,2020-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,13.12,6.13,19.25,,,
2020,2020-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,23.26,1.72,24.98,,,
2020,2020-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,34.3,1.14,35.44,,,
2020,2020-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,28.01,0.8,28.81,,,
2020,2020-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,19.41,2.78,22.19,,,
2020,2020-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,,,,79.24,,79.24,,,
2019,2019-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,,,,,,,9.68,2.83,12.51
2019,2019-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,,,,,,,10.38,3.3,13.68
2019,2019-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,,,,,,,11.55,1.87,13.42
2019,2019-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,11.07,3.12,14.19
2019,2019-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,,,,,,,9.91,1.95,11.86
2019,2019-03-31,CANARA BANK,PUBLIC SECTOR BANKS,,,,,,,9.04,2.86,11.9
2019,2019-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,7.49,2.12,9.61
2019,2019-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,,,,,,,10.52,1.78,12.3
2019,2019-03-31,DENA BANK,PUBLIC SECTOR BANKS,,,,,,,,2.0,2.0
2019,2019-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,,,,,,,11.29,1.92,13.21
2019,2019-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,,,,,,,7.85,2.36,10.21
2019,2019-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,,,,,,,9.98,2.75,12.73
2019,2019-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,,,,8.27,2.44,10.71,9.5,1.43,10.93
2019,2019-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,,,,,,,7.49,2.24,9.73
2019,2019-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,,,,10.38,2.47,12.85,10.65,2.07,12.72
2019,2019-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,,,,14.48,,14.48,11.36,2.87,14.23
2019,2019-03-31,UCO BANK,PUBLIC SECTOR BANKS,,,,,,,8.64,2.06,10.7
2019,2019-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,9.48,2.3,11.78
2019,2019-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,10.14,2.86,13.0
2019,2019-03-31,VIJAYA BANK,PUBLIC SECTOR BANKS,,,,6.77,2.77,9.54,8.14,2.0,10.14
2019,2019-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,12.54,3.3,15.84
2019,2019-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,27.88,1.32,29.2
2019,2019-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.03,0.52,15.55
2019,2019-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,16.09,0.67,16.76,16.03,0.67,16.7
2019,2019-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.1,3.71,16.81
2019,2019-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,10.57,3.18,13.75
2019,2019-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.38,0.76,14.14
2019,2019-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,15.78,1.33,17.11
2019,2019-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.09,1.8,16.89
2019,2019-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,9.13,2.45,11.58
2019,2019-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.28,0.19,15.47
2019,2019-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.7,0.46,14.16
2019,2019-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.6,1.86,12.46
2019,2019-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.17,2.0,13.17
2019,2019-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.28,1.72,16.0
2019,2019-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,16.93,0.52,17.45
2019,2019-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,,,,,,,5.72,2.0,7.72
2019,2019-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,14.52,0.63,15.15,14.41,0.44,14.85
2019,2019-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.1,1.36,13.46
2019,2019-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,9.97,2.64,12.61
2019,2019-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,15.55,0.65,16.2,15.52,0.65,16.17
2019,2019-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,11.3,5.2,16.5
2019,2019-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,33.28,0.28,33.56
2019,2019-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,27.18,0.94,28.12
2019,2019-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,14.92,9.44,24.36
2019,2019-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,18.42,0.4,18.82
2019,2019-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,23.87,0.81,24.68
2019,2019-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,25.38,0.58,25.96
2019,2019-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,31.68,1.25,32.93
2019,2019-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,33.15,1.04,34.19
2019,2019-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,15.59,0.71,16.3
2019,2019-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,15.01,2.52,17.53
2019,2019-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,15.6,0.89,16.49
2019,2019-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,24.98,1.09,26.07
2019,2019-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,10.26,2.48,12.74
2019,2019-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,41.71,0.31,42.02
2019,2019-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,34.79,0.57,35.36
2019,2019-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,14.62,5.07,19.69
2019,2019-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,15.37,0.66,16.03
2019,2019-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,29.81,0.66,30.47
2019,2019-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,,,,,,,62.39,0.68,63.07
2019,2019-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,117.19,1.1,118.29
2019,2019-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,28.54,0.64,29.18
2019,2019-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,16.88,1.01,17.89
2019,2019-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,31.12,0.63,31.75
2019,2019-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,120.83,0.82,121.65
2019,2019-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,19.89,0.53,20.42
2019,2019-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,231.46,0.64,232.1
2019,2019-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,64.8,0.56,65.36
2019,2019-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,70.88,1.25,72.13
2019,2019-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,76.33,0.87,77.2
2019,2019-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,23.93,0.51,24.44
2019,2019-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,20.62,0.65,21.27
2019,2019-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,,,,,,,591.83,,591.83
2019,2019-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,121.91,0.38,122.29
2019,2019-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,,,,,,,103.46,0.37,103.83
2019,2019-03-31,SBERBANK,FOREIGN BANKS,,,,,,,116.3,0.69,116.99
2019,2019-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,47.17,1.67,48.84
2019,2019-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,22.96,0.54,23.5
2019,2019-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,15.86,0.73,16.59
2019,2019-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,18.61,0.17,18.78
2019,2019-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,14.67,0.79,15.46
2019,2019-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,29.78,0.55,30.33
2019,2019-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,312.76,0.54,313.3
2019,2019-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,150.27,0.52,150.79
2019,2019-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,,,,,,,75.34,0.53,75.87
2019,2019-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,31.42,0.53,31.95
2019,2019-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,15.96,3.35,19.31,,,
2019,2019-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,10.51,5.89,16.4,,,
2019,2019-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,20.92,1.52,22.44,,,
2019,2019-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,23.3,4.29,27.59,,,
2019,2019-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,33.67,1.36,35.03,,,
2019,2019-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.39,0.55,18.94,,,
2019,2019-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,20.34,3.8,24.14,,,
2018,2018-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,,,,5.5,3.8,9.3,6.69,2.0,8.69
2018,2018-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,,,,7.26,4.16,11.42,7.44,3.56,11.0
2018,2018-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,,,,,,,10.46,1.67,12.13
2018,2018-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,9.73,3.21,12.94
2018,2018-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,,,,,,,9.01,2.0,11.01
2018,2018-03-31,CANARA BANK,PUBLIC SECTOR BANKS,,,,,,,10.3,2.92,13.22
2018,2018-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,7.01,2.03,9.04
2018,2018-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,,,,,,,7.27,1.96,9.23
2018,2018-03-31,DENA BANK,PUBLIC SECTOR BANKS,,,,7.39,4.31,11.7,8.81,2.28,11.09
2018,2018-03-31,IDBI BANK LIMITED,PUBLIC SECTOR BANKS,,,,,,,7.73,2.68,10.41
2018,2018-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,,,,,,,11.33,1.22,12.55
2018,2018-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,,,,,,,7.17,2.09,9.26
2018,2018-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,,,,,,,7.61,2.89,10.5
2018,2018-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,,,,8.87,2.4,11.27,9.85,1.4,11.25
2018,2018-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,,,,,,,7.12,2.08,9.2
2018,2018-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,,,,10.02,2.72,12.74,10.36,2.24,12.6
2018,2018-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,,,,12.67,,12.67,9.41,2.83,12.24
2018,2018-03-31,UCO BANK,PUBLIC SECTOR BANKS,,,,,,,8.94,2.0,10.94
2018,2018-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,9.03,2.43,11.46
2018,2018-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,,,,,,,9.87,2.75,12.62
2018,2018-03-31,VIJAYA BANK,PUBLIC SECTOR BANKS,,,,10.75,2.57,13.32,11.71,2.19,13.9
2018,2018-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.04,3.53,16.57
2018,2018-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,30.3,1.18,31.48
2018,2018-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.79,0.43,16.22
2018,2018-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,9.46,0.46,9.92,9.45,0.46,9.91
2018,2018-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,12.72,3.75,16.47
2018,2018-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,10.6,3.27,13.87
2018,2018-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.18,0.52,14.7
2018,2018-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,13.25,1.57,14.82
2018,2018-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.92,2.5,18.42
2018,2018-03-31,IDFC BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,17.68,0.32,18.0
2018,2018-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.58,0.45,15.03
2018,2018-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,9.24,2.18,11.42
2018,2018-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.29,0.75,12.04
2018,2018-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.92,0.51,14.43
2018,2018-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,17.56,0.66,18.22
2018,2018-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,,,,,,,8.05,1.76,9.81
2018,2018-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,14.67,0.63,15.3,14.51,0.44,14.95
2018,2018-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.61,1.72,15.33
2018,2018-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.41,2.29,12.7
2018,2018-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,14.35,0.51,14.86,14.31,0.52,14.83
2018,2018-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,13.2,5.2,18.4
2018,2018-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,36.33,0.29,36.62
2018,2018-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,18.43,0.59,19.02
2018,2018-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,12.59,5.35,17.94
2018,2018-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,25.2,0.28,25.48
2018,2018-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,19.02,0.4,19.42
2018,2018-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,27.07,0.68,27.75
2018,2018-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,31.71,1.25,32.96
2018,2018-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,23.74,0.76,24.5
2018,2018-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,17.15,0.48,17.63
2018,2018-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,13.07,2.31,15.38
2018,2018-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,16.32,0.68,17.0
2018,2018-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,26.48,0.81,27.29
2018,2018-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,11.47,3.33,14.8
2018,2018-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,36.5,0.31,36.81
2018,2018-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,45.74,0.47,46.21
2018,2018-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,11.34,4.8,16.14
2018,2018-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,14.63,0.59,15.22
2018,2018-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,30.33,0.31,30.64
