Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Capital Market Sector,Real Estate Sector,Commodities,Total
2020,2020-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,354.6,19596.46,,19951.06
2020,2020-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,152.1,5323.71,,5475.81
2020,2020-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.96,1578.12,,1579.08
2020,2020-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,350.28,7043.9,,7394.18
2020,2020-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,31.83,1218.75,,1250.58
2020,2020-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,992.64,34866.46,,35859.1
2020,2020-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,19006.93,133325.54,,152332.47
2020,2020-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,24568.99,270989.99,,295558.98
2020,2020-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,False,853.75,61510.01,,62363.76
2020,2020-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,False,2198.34,13134.54,,15332.88
2020,2020-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,7444.33,42871.67,,50316.01
2020,2020-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,79.64,13544.36,,13624.0
2020,2020-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,94.05,14638.01,,14732.06
2020,2020-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,165.14,8870.64,,9035.78
2020,2020-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,6876.17,39318.75,,46194.93
2020,2020-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,61.68,2775.41,,2837.09
2020,2020-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,737.09,,737.09
2020,2020-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,809.24,5679.74,,6488.98
2020,2020-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,125.15,6876.13,,7001.28
2020,2020-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,47.95,3259.95,,3307.9
2020,2020-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,5168.68,43292.24,,48460.92
2020,2020-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,79556.31,910969.79,,990526.1
2020,2020-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2020,2020-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,,,,
2020,2020-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,4.16,9.44,,13.6
2020,2020-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2020,2020-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,,,
2020,2020-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.02,21.41,,21.42
2020,2020-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,78.46,,78.46
2020,2020-03-31,BANK OF CHINA LIMITED,FOREIGN BANKS,False,,,,
2020,2020-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,200.0,,200.0
2020,2020-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,96.66,1695.41,,1792.06
2020,2020-03-31,BNP PARIBAS,FOREIGN BANKS,False,403.2,379.39,,782.58
2020,2020-03-31,CITIBANK N.A,FOREIGN BANKS,False,791.83,15781.08,,16572.91
2020,2020-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2020,2020-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,211.56,,211.56
2020,2020-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,500.0,254.5,,754.5
2020,2020-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,0.38,,0.38
2020,2020-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,60.92,3618.43,,3679.35
2020,2020-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,369.89,19643.13,,20013.02
2020,2020-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,6.14,,6.14
2020,2020-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,170.0,,170.0
2020,2020-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,602.25,,602.25
2020,2020-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,140.0,,140.0
2020,2020-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,2404.87,27117.45,,29522.32
2020,2020-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2020,2020-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2020,2020-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,,1685.76,,1685.76
2020,2020-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2020,2020-03-31,KEB HANA BANK,FOREIGN BANKS,False,,150.0,,150.0
2020,2020-03-31,KOOKMIN BANK,FOREIGN BANKS,False,,,,
2020,2020-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2020,2020-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,
2020,2020-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,174.78,,174.78
2020,2020-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,150.0,235.21,,385.21
2020,2020-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2020,2020-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,,,
2020,2020-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2020,2020-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,67.42,187.43,,254.85
2020,2020-03-31,SHINHAN BANK,FOREIGN BANKS,False,,1258.46,,1258.46
2020,2020-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.0,80.0,,90.0
2020,2020-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2020,2020-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,4288.27,42549.06,,46837.33
2020,2020-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,230.0,2364.87,,2594.87
2020,2020-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,
2020,2020-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,145.0,,145.0
2020,2020-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2020,2020-03-31,WOORI BANK,FOREIGN BANKS,False,,109.69,,109.69
2020,2020-03-31,FOREIGN BANKS,FOREIGN BANKS,True,9377.24,118869.29,,128246.52
2020,2020-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,225.32,2378.92,,2604.24
2020,2020-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,652.81,,652.81
2020,2020-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.4,6507.43,,6507.83
2020,2020-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,5.39,78.87,,84.26
2020,2020-03-31,FINCARE SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,,,
2020,2020-03-31,JANA SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.1,732.3,,732.4
2020,2020-03-31,NORTH EAST SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,,,
2020,2020-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,211.52,,211.52
2020,2020-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.1,2472.98,,2473.08
2020,2020-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,201.65,,201.65
2020,2020-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,231.32,13236.48,,13467.8
2020,2020-03-31,INDIA POST PAYMENTS BANK LIMITED,PAYMENTS BANKS,False,,,,
2020,2020-03-31,PAYMENTS BANKS,PAYMENTS BANKS,True,,,,
2020,2020-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,131820.71,2334125.17,,2465945.88
2019,2019-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,False,1030.83,24568.82,,25599.65
2019,2019-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,False,617.45,29579.9,,30197.35
2019,2019-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,3743.69,94644.23,,98387.92
2019,2019-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,2672.04,62924.1,,65596.14
2019,2019-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,193.88,19242.02,,19435.9
2019,2019-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,2426.62,67998.49,,70425.11
2019,2019-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,996.69,19376.46,,20373.15
2019,2019-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,False,1280.98,24487.45,,25768.43
2019,2019-03-31,DENA BANK,PUBLIC SECTOR BANKS,False,158.98,10699.03,,10858.01
2019,2019-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,1056.83,33930.56,,34987.39
2019,2019-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,1295.13,27990.68,,29285.81
2019,2019-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,False,1218.54,32304.42,,33522.96
2019,2019-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,356.96,13035.91,,13392.87
2019,2019-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,8850.08,104847.83,,113697.91
2019,2019-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,18926.16,464416.77,,483342.93
2019,2019-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,False,384.97,39236.63,,39621.6
2019,2019-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,378.94,19439.58,,19818.52
2019,2019-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,3871.17,54249.71,,58120.88
2019,2019-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,False,181.99,15592.86,,15774.85
2019,2019-03-31,VIJAYA BANK,PUBLIC SECTOR BANKS,False,231.86,23389.84,,23621.7
2019,2019-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,49873.79,1181955.29,,1231829.08
2019,2019-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,10953.41,173587.48,,184540.89
2019,2019-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,1.22,1072.87,,1074.09
2019,2019-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,179.24,4344.41,,4523.65
2019,2019-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,1.17,1804.74,,1805.91
2019,2019-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,366.71,6349.58,,6716.29
2019,2019-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,41.47,1299.59,,1341.06
2019,2019-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,901.21,31342.95,,32244.16
2019,2019-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,20578.6,115791.95,,136370.55
2019,2019-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,15950.41,249567.01,,265517.42
2019,2019-03-31,IDBI BANK LIMITED,PRIVATE SECTOR BANKS,False,1393.58,52934.17,,54327.75
2019,2019-03-31,IDFC FIRST BANK LIMITED,PRIVATE SECTOR BANKS,False,2765.45,16236.87,,19002.32
2019,2019-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,7665.98,36754.89,,44420.87
2019,2019-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,83.99,10655.6,,10739.59
2019,2019-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,96.18,11736.32,,11832.5
2019,2019-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,209.48,7644.73,,7854.21
2019,2019-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,6800.09,33547.57,,40347.66
2019,2019-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,368.87,3400.02,,3768.89
2019,2019-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,512.35,,512.35
2019,2019-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,751.31,5008.87,,5760.18
2019,2019-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,280.85,6952.19,,7233.04
2019,2019-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,130.27,2698.67,,2828.94
2019,2019-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,9174.89,53699.58,,62874.47
2019,2019-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,78694.38,826942.41,,905636.79
2019,2019-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2019,2019-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,,108.51,,108.51
2019,2019-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,22.79,8.27,,31.06
2019,2019-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2019,2019-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,138.0,,,138.0
2019,2019-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.03,28.63,,28.66
2019,2019-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,67.35,,67.35
2019,2019-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,200.0,,200.0
2019,2019-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,904.96,3226.28,,4131.24
2019,2019-03-31,BNP PARIBAS,FOREIGN BANKS,False,367.46,404.75,,772.21
2019,2019-03-31,CITIBANK N.A,FOREIGN BANKS,False,2017.63,14514.51,,16532.14
2019,2019-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2019,2019-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,,,
2019,2019-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,566.72,478.32,,1045.04
2019,2019-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,115.14,,115.14
2019,2019-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,64.52,3706.88,,3771.4
2019,2019-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,1117.49,20253.85,,21371.34
2019,2019-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,31.38,,31.38
2019,2019-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,85.0,,85.0
2019,2019-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,222.14,,222.14
2019,2019-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,155.0,,155.0
2019,2019-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,2448.33,27788.54,,30236.87
2019,2019-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2019,2019-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2019,2019-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,90.5,1001.57,,1092.07
2019,2019-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2019,2019-03-31,KEB HANA BANK,FOREIGN BANKS,False,,,,
2019,2019-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2019,2019-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,
2019,2019-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,0.51,,0.51
2019,2019-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,410.39,,410.39
2019,2019-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2019,2019-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2019,2019-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,,,
2019,2019-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2019,2019-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.7,144.35,,145.04
2019,2019-03-31,SHINHAN BANK,FOREIGN BANKS,False,,937.54,,937.54
2019,2019-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.0,,,10.0
2019,2019-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2019,2019-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,3981.88,44183.94,,48165.82
2019,2019-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,40.0,1915.97,,1955.97
2019,2019-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,
2019,2019-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,145.0,,145.0
2019,2019-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2019,2019-03-31,WOORI BANK,FOREIGN BANKS,False,,69.01,,69.01
2019,2019-03-31,FOREIGN BANKS,FOREIGN BANKS,True,11771.0,120202.82,,131973.82
2019,2019-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,113.33,1429.61,,1542.94
2019,2019-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,431.54,,431.54
2019,2019-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.41,4662.68,,4663.09
2019,2019-03-31,ESAF SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,35.47,,35.47
2019,2019-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,106.95,,106.95
2019,2019-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.1,1286.48,,1286.58
2019,2019-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,113.01,,113.01
2019,2019-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,113.84,8065.74,,8179.58
2019,2019-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,140453.01,2137166.25,,2277619.26
2018,2018-03-31,ALLAHABAD BANK,PUBLIC SECTOR BANKS,False,1234.08,18764.97,,19999.05
2018,2018-03-31,ANDHRA BANK,PUBLIC SECTOR BANKS,False,972.5,24123.43,,25095.93
2018,2018-03-31,BANK OF BARODA,PUBLIC SECTOR BANKS,False,3607.15,59620.54,,63227.69
2018,2018-03-31,BANK OF INDIA,PUBLIC SECTOR BANKS,False,3517.33,50688.31,,54205.64
2018,2018-03-31,BANK OF MAHARASHTRA,PUBLIC SECTOR BANKS,False,243.41,20427.55,,20670.96
2018,2018-03-31,CANARA BANK,PUBLIC SECTOR BANKS,False,2169.33,49550.03,,51719.36
2018,2018-03-31,CENTRAL BANK OF INDIA,PUBLIC SECTOR BANKS,False,1096.92,27336.09,,28433.01
2018,2018-03-31,CORPORATION BANK,PUBLIC SECTOR BANKS,False,1542.27,21389.58,,22931.85
2018,2018-03-31,DENA BANK,PUBLIC SECTOR BANKS,False,90.11,12820.24,,12910.35
2018,2018-03-31,IDBI BANK LIMITED,PUBLIC SECTOR BANKS,False,2628.57,49634.22,,52262.79
2018,2018-03-31,INDIAN BANK,PUBLIC SECTOR BANKS,False,1031.31,28221.37,,29252.68
2018,2018-03-31,INDIAN OVERSEAS BANK,PUBLIC SECTOR BANKS,False,1271.07,25817.02,,27088.09
2018,2018-03-31,ORIENTAL BANK OF COMMERCE,PUBLIC SECTOR BANKS,False,1332.35,27336.26,,28668.61
2018,2018-03-31,PUNJAB AND SIND BANK,PUBLIC SECTOR BANKS,False,349.28,13214.42,,13563.7
2018,2018-03-31,PUNJAB NATIONAL BANK,PUBLIC SECTOR BANKS,False,10114.62,87241.0,,97355.62
2018,2018-03-31,STATE BANK OF INDIA,PUBLIC SECTOR BANKS,False,24142.08,473495.65,,497637.73
2018,2018-03-31,SYNDICATE BANK,PUBLIC SECTOR BANKS,False,422.69,31044.79,,31467.48
2018,2018-03-31,UCO BANK,PUBLIC SECTOR BANKS,False,439.32,17765.07,,18204.39
2018,2018-03-31,UNION BANK OF INDIA,PUBLIC SECTOR BANKS,False,2761.22,53637.3,,56398.52
2018,2018-03-31,UNITED BANK OF INDIA,PUBLIC SECTOR BANKS,False,182.85,13496.47,,13679.32
2018,2018-03-31,VIJAYA BANK,PUBLIC SECTOR BANKS,False,395.31,19876.61,,20271.92
2018,2018-03-31,PUBLIC SECTOR BANKS,PUBLIC SECTOR BANKS,True,59543.77,1125500.92,,1185044.69
2018,2018-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,12371.78,152078.67,,164450.45
2018,2018-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,0.2,188.45,,188.65
2018,2018-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,130.52,3459.41,,3589.93
2018,2018-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,1.25,1322.9,,1324.15
2018,2018-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,307.13,5176.66,,5483.79
2018,2018-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,41.67,1012.65,,1054.32
2018,2018-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,688.8,26029.08,,26717.88
2018,2018-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,19086.58,95903.89,,114990.47
2018,2018-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,15647.26,219335.73,,234982.99
2018,2018-03-31,IDFC BANK LIMITED,PRIVATE SECTOR BANKS,False,2466.93,11614.93,,14081.86
2018,2018-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,7451.79,24931.62,,32383.41
2018,2018-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,126.42,9916.85,,10043.27
2018,2018-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,142.1,9397.17,,9539.27
2018,2018-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,316.88,6019.0,,6335.88
2018,2018-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,7249.5,28838.64,,36088.14
2018,2018-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,371.96,4882.42,,5254.38
2018,2018-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,33.35,489.1,,522.45
2018,2018-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,551.12,3620.68,,4171.8
2018,2018-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,389.45,5562.49,,5951.94
2018,2018-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,147.77,2237.56,,2385.33
2018,2018-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,5196.11,35698.82,,40894.93
2018,2018-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,72718.57,647716.72,,720435.29
2018,2018-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2018,2018-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,,58.92,,58.92
2018,2018-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,7.74,46.61,,54.35
2018,2018-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2018,2018-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,,241.8,,241.8
2018,2018-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.03,59.15,,59.18
2018,2018-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,60.88,,60.88
2018,2018-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,200.0,,200.0
2018,2018-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,897.48,2083.22,,2980.7
2018,2018-03-31,BNP PARIBAS,FOREIGN BANKS,False,201.18,313.68,,514.86
2018,2018-03-31,CITIBANK N.A,FOREIGN BANKS,False,1256.72,14496.15,,15752.87
2018,2018-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,,,,
2018,2018-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,,,
2018,2018-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,713.84,,713.84
2018,2018-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,90.15,,90.15
2018,2018-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,68.68,3951.08,,4019.76
2018,2018-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,1207.72,16142.9,,17350.61
2018,2018-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,32.03,,32.03
2018,2018-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,False,,,,
2018,2018-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,59.74,,59.74
2018,2018-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,149.0,,149.0
2018,2018-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,2069.51,25167.73,,27237.24
2018,2018-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,,,
2018,2018-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2018,2018-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,5.31,219.22,,224.53
2018,2018-03-31,JSC VTB BANK,FOREIGN BANKS,False,,,,
2018,2018-03-31,KEB HANA BANK,FOREIGN BANKS,False,,,,
2018,2018-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2018,2018-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,
2018,2018-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,67.5,2.36,,69.86
2018,2018-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,72.51,66.56,,139.07
2018,2018-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
